# TimeStamp   : 2020-03-02 19:30:56
# Strategy    : MasterCode
# Symbol      : NG
# TimeFrame   : M10
# Date Range  : 2007-07-01 --> 2019-12-30
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# -->
# <Inputs>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1..3:1 (1=L,2=S,3=both) -->
#         <Value>3</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..8:1 -->
#         <Start>1</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..2:1 -->
#         <Start>1</Start>
#         <Stop>2</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>FilterT_switch</Name>     <!-- 0..11:1 -->
#         <Start>0</Start>
#         <Stop>11</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>             <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>             <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,     NetPL,  AvgTrade, PftFactor,    NP/MDD, Expectancy,   Z-score, Side_switch,    MyStop, POI_switch, Distance_switch, FilterT_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1076, 1650820.00,   1534.22,      1.42,      7.17,      0.19,      3.94,           3,           0,           2,           2,          10,          25,          45,           1,           1,           0, 
     1119, 1637830.00,   1463.66,      1.41,      6.31,      0.18,      3.94,           3,           0,           2,           2,          10,          26,          31,           4,           4,           0, 
     1119, 1637830.00,   1463.66,      1.41,      6.31,      0.18,      3.94,           3,           0,           2,           2,          10,          26,          31,           4,           4,           0, 
      758, 1233100.00,   1626.78,      1.50,      9.75,      0.21,      3.93,           3,           0,           2,           2,          10,          25,          42,           4,           4,           0, 
      758, 1233100.00,   1626.78,      1.50,      9.75,      0.21,      3.93,           3,           0,           2,           2,          10,          25,          42,           4,           4,           0, 
      758, 1233100.00,   1626.78,      1.50,      9.75,      0.21,      3.93,           3,           0,           2,           2,          10,          25,          42,           4,           4,           0, 
      641, 1104630.00,   1723.29,      1.55,     13.68,      0.23,      3.92,           3,           0,           2,           1,          10,          25,          31,           1,           4,           0, 
      641, 1104630.00,   1723.29,      1.55,     13.68,      0.23,      3.92,           3,           0,           2,           1,          10,          25,          31,           1,           4,           0, 
      641, 1104630.00,   1723.29,      1.55,     13.68,      0.23,      3.92,           3,           0,           2,           1,          10,          25,          31,           1,           4,           0, 
      641, 1104630.00,   1723.29,      1.55,     13.68,      0.23,      3.92,           3,           0,           2,           1,          10,          25,          31,           1,           4,           0, 
      641, 1104630.00,   1723.29,      1.55,     13.68,      0.23,      3.92,           3,           0,           2,           1,          10,          25,          31,           1,           4,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1073, 1630660.00,   1519.72,      1.41,      7.06,      0.19,      3.90,           3,           0,           2,           2,          10,          25,          45,           1,           2,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1335, 1691400.00,   1266.97,      1.36,      6.70,      0.16,      3.90,           3,           0,           2,           2,          10,          25,          24,           4,           4,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
     1179, 1646430.00,   1396.46,      1.38,      9.58,      0.17,      3.88,           3,           0,           2,           2,          10,          25,          31,           4,           2,           0, 
      719, 1233430.00,   1715.48,      1.53,     10.27,      0.22,      3.87,           3,           0,           2,           2,          10,          25,          43,           4,           1,           0, 
      130, 490600.00,   3773.85,      2.79,     10.46,      0.63,      3.86,           3,           0,           8,           2,          10,          26,          43,           2,           4,           0, 
      130, 490600.00,   3773.85,      2.79,     10.46,      0.63,      3.86,           3,           0,           8,           2,          10,          26,          43,           2,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1090, 1507170.00,   1382.72,      1.40,      9.09,      0.18,      3.86,           3,           0,           2,           2,          10,          25,          20,           4,           4,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
     1018, 1587190.00,   1559.13,      1.42,      6.28,      0.19,      3.86,           3,           0,           2,           2,          10,          25,          45,           3,           3,           0, 
