# TimeStamp   : 2020-02-23 21:10:45
# Strategy    : MasterCode
# Symbol      : NG
# TimeFrame   : M10
# Date Range  : 2010-01-03 --> 2019-12-30
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# -->
# <Inputs>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1..3:1 (1=L,2=S,3=both) -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..8:1 -->
#         <Start>1</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..2:1 -->
#         <Start>1</Start>
#         <Stop>2</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>FilterT_switch</Name>     <!-- 0..11:1 -->
#         <Value>0</Value>
#     </Input>
#     <Input>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN</Name>             <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,     NetPL,  AvgTrade, PftFactor,    NP/MDD, Expectancy,   Z-score, Side_switch,    MyStop, POI_switch, Distance_switch, FilterT_switch, Filter1L_switch, Filter1S_switch,    fractN,   epsilon,
       62,   6320.00,    101.94,      1.59,      2.46,      0.27,      1.23,           2,           0,           7,           1,           0,           0,          31,           2,           0,
      555,  21500.00,     38.74,      1.17,      2.97,      0.08,      1.23,           2,           0,           6,           2,           0,           0,          16,           1,           0,
       49,   6130.00,    125.10,      1.64,      1.37,      0.25,      1.23,           2,           0,           5,           1,           0,           0,          18,           2,           0,
      231,  14340.00,     62.08,      1.25,      1.42,      0.11,      1.22,           2,           0,           7,           2,           0,           0,           5,           4,           0,
      139,  10620.00,     76.40,      1.30,      1.75,      0.15,      1.22,           2,           0,           6,           1,           0,           0,          39,           1,           0,
       63,   8070.00,    128.10,      1.57,      2.35,      0.20,      1.22,           2,           0,           3,           1,           0,           0,          42,           2,           0,
       63,   4940.00,     78.41,      1.61,      2.01,      0.30,      1.22,           2,           0,           6,           1,           0,           0,           9,           4,           0,
      369,  15910.00,     43.12,      1.19,      1.40,      0.09,      1.22,           2,           0,           5,           2,           0,           0,          14,           4,           0,
      450,  21060.00,     46.80,      1.19,      2.77,      0.09,      1.22,           2,           0,           2,           2,           0,           0,          17,           1,           0,
       76,   9260.00,    121.84,      1.44,      2.33,      0.16,      1.22,           2,           0,           3,           1,           0,           0,          42,           1,           0,
     1152,  35220.00,     30.57,      1.11,      1.62,      0.05,      1.22,           2,           0,           3,           2,           0,           0,           8,           2,           0,
     1088,  35950.00,     33.04,      1.11,      2.04,      0.05,      1.22,           2,           0,           2,           2,           0,           0,           5,           1,           0,
       32,   3060.00,     95.63,      1.70,      2.39,      0.37,      1.22,           2,           0,           8,           1,           0,           0,          28,           3,           0,
     1158,  35180.00,     30.38,      1.11,      1.65,      0.05,      1.22,           2,           0,           3,           2,           0,           0,           0,           2,           0,
      142,   8000.00,     56.34,      1.34,      3.60,      0.17,      1.21,           2,           0,           2,           1,           0,           0,          16,           3,           0,
       39,   4190.00,    107.44,      1.68,      3.27,      0.35,      1.21,           2,           0,           4,           1,           0,           0,          47,           3,           0,
      446,  20180.00,     45.25,      1.19,      2.56,      0.09,      1.21,           2,           0,           1,           2,           0,           0,          17,           4,           0,
      571,  25640.00,     44.90,      1.16,      1.60,      0.08,      1.21,           2,           0,           3,           2,           0,           0,          27,           3,           0,
      633,  27710.00,     43.78,      1.15,      1.75,      0.07,      1.21,           2,           0,           1,           2,           0,           0,           3,           1,           0,
      145,  10910.00,     75.24,      1.29,      2.09,      0.14,      1.21,           2,           0,           6,           2,           0,           0,          39,           3,           0,
      146,  10860.00,     74.38,      1.29,      1.99,      0.14,      1.20,           2,           0,           6,           2,           0,           0,          39,           1,           0,
      311,  17640.00,     56.72,      1.21,      2.12,      0.11,      1.20,           2,           0,           6,           2,           0,           0,          37,           3,           0,
      449,  20430.00,     45.50,      1.19,      2.68,      0.09,      1.20,           2,           0,           2,           2,           0,           0,          17,           3,           0,
      549,  27780.00,     50.60,      1.16,      1.83,      0.08,      1.20,           2,           0,           2,           2,           0,           0,          31,           1,           0,
     1083,  34970.00,     32.29,      1.11,      1.57,      0.05,      1.20,           2,           0,           2,           2,           0,           0,          49,           2,           0,
       68,   6200.00,     91.18,      1.61,      2.72,      0.30,      1.20,           2,           0,           5,           1,           0,           0,           9,           4,           0,
      145,  10810.00,     74.55,      1.29,      2.06,      0.14,      1.20,           2,           0,           5,           2,           0,           0,          39,           2,           0,
       80,   7020.00,     87.75,      1.42,      2.81,      0.18,      1.19,           2,           0,           4,           2,           0,           0,          39,           5,           0,
      183,  12120.00,     66.23,      1.28,      2.07,      0.13,      1.19,           2,           0,           7,           2,           0,           0,          41,           5,           0,
      494,  23380.00,     47.33,      1.17,      2.62,      0.08,      1.19,           2,           0,           3,           2,           0,           0,          24,           5,           0,
      269,  17390.00,     64.65,      1.23,      2.46,      0.11,      1.19,           2,           0,           5,           2,           0,           0,          34,           1,           0,
      621,  26390.00,     42.50,      1.15,      2.30,      0.07,      1.19,           2,           0,           3,           2,           0,           0,           3,           1,           0,
       79,   6980.00,     88.35,      1.43,      1.64,      0.19,      1.19,           2,           0,           7,           1,           0,           0,          39,           2,           0,
      450,  20450.00,     45.44,      1.19,      2.69,      0.09,      1.19,           2,           0,           2,           2,           0,           0,          17,           2,           0,
       72,   7180.00,     99.72,      1.51,      2.29,      0.23,      1.18,           2,           0,           2,           1,           0,           0,          31,           3,           0,
      198,  12560.00,     63.43,      1.28,      2.48,      0.14,      1.18,           2,           0,           1,           1,           0,           0,          34,           2,           0,
       54,   7420.00,    137.41,      1.61,      1.41,      0.23,      1.18,           2,           0,           5,           2,           0,           0,          18,           5,           0,
      146,  10630.00,     72.81,      1.28,      1.93,      0.14,      1.18,           2,           0,           6,           2,           0,           0,          39,           2,           0,
       99,   7240.00,     73.13,      1.39,      2.58,      0.17,      1.18,           2,           0,           2,           1,           0,           0,          11,           3,           0,
      592,  22370.00,     37.79,      1.15,      2.25,      0.07,      1.17,           2,           0,           3,           2,           0,           0,          16,           3,           0,
     1002,  31520.00,     31.46,      1.11,      1.87,      0.05,      1.17,           2,           0,           3,           2,           0,           0,          50,           3,           0,
      599,  22930.00,     38.28,      1.15,      2.21,      0.07,      1.17,           2,           0,           1,           2,           0,           0,          16,           2,           0,
     1135,  32870.00,     28.96,      1.10,      1.76,      0.05,      1.17,           2,           0,           3,           2,           0,           0,          10,           1,           0,
      590,  22450.00,     38.05,      1.14,      1.56,      0.07,      1.17,           2,           0,           1,           2,           0,           0,          13,           4,           0,
      635,  24340.00,     38.33,      1.13,      1.48,      0.06,      1.17,           2,           0,           1,           2,           0,           0,          13,           1,           0,
       51,   3670.00,     71.96,      1.51,      1.47,      0.25,      1.17,           2,           0,           8,           1,           0,           0,           9,           3,           0,
      229,  13500.00,     58.95,      1.23,      2.50,      0.10,      1.17,           2,           0,           7,           2,           0,           0,          41,           3,           0,
      549,  26730.00,     48.69,      1.15,      1.73,      0.07,      1.16,           2,           0,           2,           2,           0,           0,          31,           2,           0,
      145,  10330.00,     71.24,      1.28,      2.07,      0.13,      1.16,           2,           0,           2,           2,           0,           0,          39,           1,           0,
       92,  11010.00,    119.67,      1.38,      2.62,      0.17,      1.16,           2,           0,           1,           2,           0,           0,          42,           2,           0,
      284,  15320.00,     53.94,      1.20,      1.59,      0.10,      1.16,           2,           0,           1,           2,           0,           0,          41,           2,           0,
      503,  23820.00,     47.36,      1.16,      2.15,      0.08,      1.16,           2,           0,           1,           2,           0,           0,          31,           4,           0,
       73,   6570.00,     90.00,      1.43,      2.13,      0.18,      1.16,           2,           0,           8,           2,           0,           0,          39,           5,           0,
      154,   8450.00,     54.87,      1.31,      2.67,      0.14,      1.16,           2,           0,           2,           1,           0,           0,           4,           3,           0,
      526,  24690.00,     46.94,      1.16,      1.79,      0.08,      1.15,           2,           0,           1,           2,           0,           0,          31,           3,           0,
      145,  10420.00,     71.86,      1.28,      1.96,      0.13,      1.15,           2,           0,           5,           2,           0,           0,          39,           3,           0,
      353,  20950.00,     59.35,      1.20,      1.90,      0.09,      1.15,           2,           0,           1,           2,           0,           0,          37,           3,           0,
      551,  21000.00,     38.11,      1.16,      2.17,      0.07,      1.15,           2,           0,           1,           2,           0,           0,          16,           5,           0,
      343,  21280.00,     62.04,      1.20,      2.32,      0.09,      1.14,           2,           0,           3,           2,           0,           0,          34,           2,           0,
       63,   4460.00,     70.79,      1.45,      1.56,      0.24,      1.14,           2,           0,           8,           1,           0,           0,           0,           3,           0,
      103,  15340.00,    148.93,      1.45,      2.03,      0.17,      1.14,           2,           0,           1,           2,           0,           0,          18,           2,           0,
      293,  16510.00,     56.35,      1.20,      1.84,      0.09,      1.14,           2,           0,           6,           2,           0,           0,          41,           5,           0,
       35,   3690.00,    105.43,      1.68,      2.01,      0.31,      1.14,           2,           0,           8,           1,           0,           0,          11,           3,           0,
      243,  13380.00,     55.06,      1.22,      1.77,      0.10,      1.14,           2,           0,           4,           2,           0,           0,          41,           2,           0,
       62,   4110.00,     66.29,      1.51,      2.57,      0.25,      1.14,           2,           0,           3,           1,           0,           0,           9,           4,           0,
      399,  20770.00,     52.06,      1.19,      1.37,      0.09,      1.14,           2,           0,           3,           2,           0,           0,          29,           3,           0,
       64,   7120.00,    111.25,      1.47,      1.89,      0.17,      1.14,           2,           0,           4,           2,           0,           0,          42,           3,           0,
       43,   3140.00,     73.02,      1.72,      2.21,      0.34,      1.13,           2,           0,           4,           1,           0,           0,          20,           3,           0,
       56,   3590.00,     64.11,      1.55,      2.02,      0.27,      1.13,           2,           0,           1,           1,           0,           0,           7,           4,           0,
      331,  19170.00,     57.92,      1.20,      2.13,      0.10,      1.13,           2,           0,           3,           2,           0,           0,          37,           4,           0,
      261,  14120.00,     54.10,      1.21,      1.70,      0.09,      1.13,           2,           0,           3,           2,           0,           0,          41,           4,           0,
      146,  10240.00,     70.14,      1.27,      1.82,      0.13,      1.13,           2,           0,           5,           2,           0,           0,          39,           1,           0,
      950,  29120.00,     30.65,      1.11,      1.67,      0.05,      1.13,           2,           0,           3,           2,           0,           0,           5,           2,           0,
      553,  23130.00,     41.83,      1.15,      1.95,      0.07,      1.13,           2,           0,           3,           2,           0,           0,           3,           4,           0,
      600,  22130.00,     36.88,      1.15,      2.14,      0.07,      1.13,           2,           0,           1,           2,           0,           0,          16,           1,           0,
      216,  12550.00,     58.10,      1.23,      2.27,      0.11,      1.13,           2,           0,           7,           2,           0,           0,          41,           4,           0,
      990,  31220.00,     31.54,      1.11,      1.58,      0.05,      1.12,           2,           0,           2,           2,           0,           0,          45,           1,           0,
      395,  16040.00,     40.61,      1.19,      2.29,      0.09,      1.12,           2,           0,           6,           2,           0,           0,          17,           4,           0,
      592,  21370.00,     36.10,      1.15,      1.98,      0.07,      1.12,           2,           0,           1,           2,           0,           0,          16,           4,           0,
      109,   7510.00,     68.90,      1.35,      2.00,      0.16,      1.12,           2,           0,           6,           1,           0,           0,          41,           3,           0,
       58,   5150.00,     88.79,      1.55,      2.28,      0.27,      1.11,           2,           0,           1,           1,           0,           0,          41,           3,           0,
       77,   7180.00,     93.25,      1.40,      2.09,      0.20,      1.11,           2,           0,           5,           2,           0,           0,          38,           2,           0,
       31,   2510.00,     80.97,      1.76,      2.85,      0.44,      1.11,           2,           0,           1,           1,           0,           0,          26,           4,           0,
      102,  14770.00,    144.80,      1.44,      1.92,      0.17,      1.11,           2,           0,           1,           2,           0,           0,          18,           3,           0,
       61,   4330.00,     70.98,      1.44,      1.51,      0.23,      1.11,           2,           0,           8,           1,           0,           0,          49,           3,           0,
      236,  13000.00,     55.08,      1.21,      2.26,      0.10,      1.11,           2,           0,           7,           2,           0,           0,          41,           2,           0,
       65,   6390.00,     98.31,      1.46,      1.70,      0.20,      1.10,           2,           0,           6,           1,           0,           0,          38,           1,           0,
      538,  24150.00,     44.89,      1.15,      1.49,      0.07,      1.10,           2,           0,           1,           2,           0,           0,          31,           2,           0,
      346,  20700.00,     59.83,      1.19,      2.05,      0.09,      1.10,           2,           0,           3,           2,           0,           0,          34,           1,           0,
     1213,  34240.00,     28.23,      1.09,      1.42,      0.05,      1.10,           2,           0,           2,           2,           0,           0,           8,           1,           0,
      338,  14700.00,     43.49,      1.17,      1.54,      0.09,      1.10,           2,           0,           3,           2,           0,           0,          30,           1,           0,
     1149,  31140.00,     27.10,      1.09,      1.35,      0.05,      1.10,           2,           0,           3,           2,           0,           0,           2,           2,           0,
      552,  19210.00,     34.80,      1.15,      2.64,      0.07,      1.10,           2,           0,           6,           2,           0,           0,          16,           2,           0,
       50,   4030.00,     80.60,      1.51,      1.44,      0.26,      1.10,           2,           0,           8,           1,           0,           0,          50,           3,           0,
      347,  15770.00,     45.45,      1.19,      1.30,      0.09,      1.10,           2,           0,           6,           2,           0,           0,          24,           5,           0,
       63,   3570.00,     56.67,      1.50,      2.22,      0.24,      1.10,           2,           0,           1,           1,           0,           0,          49,           4,           0,
       61,   6620.00,    108.52,      1.49,      1.60,      0.18,      1.10,           2,           0,           4,           2,           0,           0,          42,           4,           0,
       77,   5540.00,     71.95,      1.43,      1.53,      0.20,      1.10,           2,           0,           4,           1,           0,           0,          11,           3,           0,
       72,   4070.00,     56.53,      1.43,      1.93,      0.20,      1.10,           2,           0,           3,           1,           0,           0,           2,           4,           0,
       72,   4070.00,     56.53,      1.43,      1.93,      0.20,      1.10,           2,           0,           3,           1,           0,           0,           4,           4,           0,
       72,   4070.00,     56.53,      1.43,      1.93,      0.20,      1.10,           2,           0,           3,           1,           0,           0,           6,           4,           0,
       72,   4070.00,     56.53,      1.43,      1.93,      0.20,      1.10,           2,           0,           3,           1,           0,           0,           0,           4,           0,
     1151,  31040.00,     26.97,      1.09,      1.29,      0.05,      1.09,           2,           0,           2,           2,           0,           0,           2,           1,           0,
       68,   5130.00,     75.44,      1.48,      2.30,      0.22,      1.09,           2,           0,           2,           1,           0,           0,          37,           3,           0,
      332,  14150.00,     42.62,      1.19,      1.47,      0.09,      1.09,           2,           0,           6,           1,           0,           0,           3,           1,           0,
     1121,  30430.00,     27.15,      1.10,      1.81,      0.05,      1.09,           2,           0,           3,           2,           0,           0,          10,           2,           0,
      240,  12900.00,     53.75,      1.21,      2.13,      0.09,      1.09,           2,           0,           7,           2,           0,           0,          41,           1,           0,
      482,  19780.00,     41.04,      1.15,      1.76,      0.07,      1.09,           2,           0,           6,           2,           0,           0,          24,           1,           0,
      105,   6970.00,     66.38,      1.34,      2.68,      0.17,      1.09,           2,           0,           1,           1,           0,           0,          35,           3,           0,
      328,  14230.00,     43.38,      1.17,      1.58,      0.09,      1.09,           2,           0,           3,           2,           0,           0,          30,           2,           0,
       72,   4020.00,     55.83,      1.43,      1.89,      0.20,      1.08,           2,           0,           3,           1,           0,           0,          32,           4,           0,
      297,  15680.00,     52.79,      1.19,      1.77,      0.09,      1.08,           2,           0,           5,           2,           0,           0,          41,           5,           0,
       42,   4420.00,    105.24,      1.62,      1.16,      0.24,      1.08,           2,           0,           4,           2,           0,           0,          18,           1,           0,
      990,  28280.00,     28.57,      1.10,      1.68,      0.05,      1.08,           2,           0,           3,           2,           0,           0,           5,           1,           0,
      145,   9570.00,     66.00,      1.26,      1.96,      0.12,      1.08,           2,           0,           2,           2,           0,           0,          39,           2,           0,
      446,  17980.00,     40.31,      1.17,      2.25,      0.08,      1.08,           2,           0,           2,           2,           0,           0,          17,           4,           0,
      199,  10590.00,     53.22,      1.22,      2.05,      0.10,      1.07,           2,           0,           5,           1,           0,           0,          37,           2,           0,
      311,  12880.00,     41.41,      1.19,      1.76,      0.09,      1.07,           2,           0,           3,           1,           0,           0,          31,           2,           0,
      398,  17600.00,     44.22,      1.16,      1.58,      0.08,      1.07,           2,           0,           6,           1,           0,           0,          31,           1,           0,
      292,  15020.00,     51.44,      1.19,      1.46,      0.10,      1.07,           2,           0,           6,           2,           0,           0,          37,           4,           0,
       84,   6290.00,     74.88,      1.34,      2.03,      0.14,      1.07,           2,           0,           4,           1,           0,           0,          39,           1,           0,
      121,   7710.00,     63.72,      1.33,      0.99,      0.16,      1.07,           2,           0,           7,           2,           0,           0,          31,           4,           0,
     1141,  30260.00,     26.52,      1.09,      1.37,      0.04,      1.07,           2,           0,           3,           2,           0,           0,           7,           2,           0,
      237,  14350.00,     60.55,      1.21,      1.56,      0.10,      1.07,           2,           0,           6,           1,           0,           0,          34,           1,           0,
      565,  22350.00,     39.56,      1.14,      1.61,      0.07,      1.07,           2,           0,           1,           2,           0,           0,           3,           4,           0,
       97,   7300.00,     75.26,      1.32,      1.31,      0.14,      1.06,           2,           0,           4,           2,           0,           0,          39,           4,           0,
      546,  18880.00,     34.58,      1.15,      1.78,      0.07,      1.06,           2,           0,           3,           2,           0,           0,          16,           5,           0,
       66,   6820.00,    103.33,      1.42,      1.39,      0.19,      1.06,           2,           0,           1,           1,           0,           0,           1,           2,           0,
       56,   7080.00,    126.43,      1.57,      1.21,      0.27,      1.06,           2,           0,           6,           2,           0,           0,          43,           4,           0,
      516,  17350.00,     33.62,      1.15,      2.06,      0.07,      1.06,           2,           0,           5,           2,           0,           0,          16,           2,           0,
     1210,  32660.00,     26.99,      1.09,      1.37,      0.04,      1.06,           2,           0,           2,           2,           0,           0,           8,           2,           0,
      297,  15380.00,     51.78,      1.18,      1.73,      0.09,      1.06,           2,           0,           6,           2,           0,           0,          41,           4,           0,
      419,  20850.00,     49.76,      1.17,      1.25,      0.08,      1.06,           2,           0,           2,           2,           0,           0,          29,           3,           0,
      290,  14110.00,     48.66,      1.18,      1.39,      0.09,      1.05,           2,           0,           1,           2,           0,           0,          41,           1,           0,
      294,  14770.00,     50.24,      1.19,      1.56,      0.09,      1.05,           2,           0,           3,           1,           0,           0,          37,           1,           0,
      500,  16850.00,     33.70,      1.15,      2.02,      0.07,      1.05,           2,           0,           5,           2,           0,           0,          16,           3,           0,
      430,  13350.00,     31.05,      1.15,      2.15,      0.07,      1.05,           2,           0,           2,           1,           0,           0,          16,           2,           0,
      339,  18400.00,     54.28,      1.18,      2.05,      0.09,      1.05,           2,           0,           1,           2,           0,           0,          37,           4,           0,
      982,  28990.00,     29.52,      1.10,      1.41,      0.05,      1.05,           2,           0,           2,           2,           0,           0,          45,           2,           0,
      145,   9390.00,     64.76,      1.25,      1.72,      0.12,      1.05,           2,           0,           3,           2,           0,           0,          39,           1,           0,
      169,   8280.00,     48.99,      1.25,      2.24,      0.12,      1.05,           2,           0,           2,           1,           0,           0,           0,           3,           0,
      650,  22860.00,     35.17,      1.12,      1.24,      0.06,      1.05,           2,           0,           2,           2,           0,           0,          13,           1,           0,
       63,   6870.00,    109.05,      1.46,      1.68,      0.17,      1.05,           2,           0,           4,           1,           0,           0,           5,           1,           0,
      233,  10370.00,     44.51,      1.22,      1.88,      0.10,      1.04,           2,           0,           1,           1,           0,           0,          50,           3,           0,
      348,  13520.00,     38.85,      1.19,      1.65,      0.09,      1.04,           2,           0,           6,           2,           0,           0,          17,           5,           0,
      292,  15070.00,     51.61,      1.18,      1.77,      0.09,      1.04,           2,           0,           6,           1,           0,           0,          41,           1,           0,
      587,  19570.00,     33.34,      1.14,      2.08,      0.07,      1.04,           2,           0,           3,           2,           0,           0,          16,           4,           0,
       57,   6960.00,    122.11,      1.54,      1.25,      0.26,      1.04,           2,           0,           3,           2,           0,           0,          43,           1,           0,
       57,   6950.00,    121.93,      1.54,      1.25,      0.26,      1.04,           2,           0,           3,           2,           0,           0,          43,           2,           0,
      340,  19010.00,     55.91,      1.18,      2.07,      0.08,      1.04,           2,           0,           3,           2,           0,           0,          34,           3,           0,
      123,   8310.00,     67.56,      1.26,      1.10,      0.12,      1.04,           2,           0,           3,           2,           0,           0,          39,           5,           0,
       56,   6930.00,    123.75,      1.55,      1.16,      0.27,      1.04,           2,           0,           5,           2,           0,           0,          43,           1,           0,
       86,   7070.00,     82.21,      1.34,      1.79,      0.16,      1.04,           2,           0,           6,           2,           0,           0,          38,           3,           0,
     1214,  32200.00,     26.52,      1.09,      1.31,      0.04,      1.04,           2,           0,           2,           2,           0,           0,           0,           1,           0,
       46,   6610.00,    143.70,      1.62,      1.27,      0.27,      1.04,           2,           0,           7,           2,           0,           0,          43,           1,           0,
       56,   6980.00,    124.64,      1.54,      1.25,      0.25,      1.04,           2,           0,           3,           2,           0,           0,          43,           5,           0,
     1078,  29970.00,     27.80,      1.09,      1.37,      0.05,      1.03,           2,           0,           2,           2,           0,           0,          49,           3,           0,
       69,   3760.00,     54.49,      1.45,      2.21,      0.23,      1.03,           2,           0,           6,           1,           0,           0,           7,           4,           0,
     1146,  29190.00,     25.47,      1.09,      1.17,      0.04,      1.03,           2,           0,           3,           2,           0,           0,           0,           3,           0,
       56,   6890.00,    123.04,      1.55,      1.14,      0.26,      1.03,           2,           0,           5,           2,           0,           0,          43,           2,           0,
      266,  11270.00,     42.37,      1.19,      2.21,      0.09,      1.03,           2,           0,           3,           1,           0,           0,          20,           2,           0,
       57,   6890.00,    120.88,      1.53,      1.24,      0.25,      1.03,           2,           0,           3,           2,           0,           0,          43,           3,           0,
      279,  13390.00,     47.99,      1.18,      1.33,      0.09,      1.03,           2,           0,           1,           2,           0,           0,          41,           3,           0,
      468,  19380.00,     41.41,      1.14,      1.67,      0.07,      1.03,           2,           0,           6,           2,           0,           0,          31,           2,           0,
      984,  26840.00,     27.28,      1.10,      1.67,      0.05,      1.03,           2,           0,           3,           2,           0,           0,          49,           4,           0,
      101,  13460.00,    133.27,      1.40,      1.79,      0.15,      1.03,           2,           0,           3,           2,           0,           0,          18,           2,           0,
       60,   6050.00,    100.83,      1.46,      1.66,      0.17,      1.03,           2,           0,           4,           1,           0,           0,          42,           1,           0,
      624,  23420.00,     37.53,      1.13,      1.50,      0.06,      1.03,           2,           0,           2,           2,           0,           0,           3,           4,           0,
      631,  21250.00,     33.68,      1.11,      1.30,      0.06,      1.02,           2,           0,           1,           2,           0,           0,          13,           2,           0,
      298,  14930.00,     50.10,      1.18,      1.70,      0.09,      1.02,           2,           0,           5,           2,           0,           0,          41,           4,           0,
      299,  16140.00,     53.98,      1.19,      1.88,      0.09,      1.02,           2,           0,           6,           2,           0,           0,          34,           1,           0,
       46,   6500.00,    141.30,      1.61,      1.23,      0.27,      1.02,           2,           0,           7,           2,           0,           0,          43,           2,           0,
       56,   6810.00,    121.61,      1.54,      1.11,      0.26,      1.02,           2,           0,           5,           2,           0,           0,          43,           3,           0,
      953,  26780.00,     28.10,      1.10,      1.47,      0.05,      1.02,           2,           0,           3,           2,           0,           0,          45,           1,           0,
      456,  17530.00,     38.44,      1.14,      1.07,      0.07,      1.02,           2,           0,           5,           2,           0,           0,          13,           5,           0,
      601,  20270.00,     33.73,      1.13,      1.98,      0.06,      1.02,           2,           0,           2,           2,           0,           0,          16,           1,           0,
       57,   3940.00,     69.12,      1.47,      2.03,      0.22,      1.02,           2,           0,           4,           2,           0,           0,          30,           3,           0,
      127,   8300.00,     65.35,      1.26,      1.29,      0.12,      1.01,           2,           0,           5,           1,           0,           0,          39,           2,           0,
       91,   9570.00,    105.16,      1.33,      1.78,      0.16,      1.01,           2,           0,           1,           2,           0,           0,          42,           3,           0,
      298,  14410.00,     48.36,      1.17,      1.62,      0.08,      1.01,           2,           0,           2,           2,           0,           0,          41,           2,           0,
     1140,  28520.00,     25.02,      1.09,      1.15,      0.04,      1.01,           2,           0,           3,           2,           0,           0,           8,           3,           0,
      167,   8900.00,     53.29,      1.24,      2.18,      0.11,      1.01,           2,           0,           4,           2,           0,           0,          20,           3,           0,
      307,  12340.00,     40.20,      1.17,      1.72,      0.08,      1.01,           2,           0,           4,           2,           0,           0,          13,           3,           0,
     1060,  29770.00,     28.08,      1.09,      1.54,      0.04,      1.01,           2,           0,           2,           2,           0,           0,          50,           1,           0,
       57,   6750.00,    118.42,      1.52,      1.19,      0.25,      1.01,           2,           0,           6,           2,           0,           0,          43,           1,           0,
       78,   5190.00,     66.54,      1.37,      1.91,      0.17,      1.01,           2,           0,           2,           1,           0,           0,          25,           3,           0,
      375,  15060.00,     40.16,      1.16,      1.54,      0.08,      1.01,           2,           0,           6,           1,           0,           0,          24,           1,           0,
     1152,  29000.00,     25.17,      1.09,      1.23,      0.04,      1.00,           2,           0,           3,           2,           0,           0,           7,           1,           0,
       70,   3430.00,     49.00,      1.41,      1.88,      0.19,      1.00,           2,           0,           3,           1,           0,           0,          17,           4,           0,
     1068,  28390.00,     26.58,      1.09,      1.35,      0.05,      1.00,           2,           0,           1,           2,           0,           0,           5,           2,           0,
       57,   6720.00,    117.89,      1.52,      1.17,      0.25,      1.00,           2,           0,           6,           2,           0,           0,          43,           2,           0,
       72,   3680.00,     51.11,      1.39,      1.74,      0.18,      1.00,           2,           0,           3,           1,           0,           0,          22,           4,           0,
      102,  13190.00,    129.31,      1.38,      1.76,      0.14,      1.00,           2,           0,           3,           2,           0,           0,          18,           1,           0,
      416,  19330.00,     46.47,      1.16,      1.08,      0.07,      1.00,           2,           0,           1,           2,           0,           0,          29,           1,           0,
       57,   6690.00,    117.37,      1.52,      1.17,      0.25,      1.00,           2,           0,           6,           2,           0,           0,          43,           3,           0,
      649,  21600.00,     33.28,      1.11,      1.25,      0.05,      1.00,           2,           0,           2,           2,           0,           0,          13,           2,           0,
      111,   7460.00,     67.21,      1.28,      1.23,      0.12,      1.00,           2,           0,           4,           2,           0,           0,          39,           1,           0,
      431,  16810.00,     39.00,      1.14,      1.41,      0.07,      0.99,           2,           0,           1,           1,           0,           0,          31,           1,           0,
       37,   2320.00,     62.70,      1.51,      1.36,      0.23,      0.99,           2,           0,           6,           1,           0,           0,          33,           4,           0,
      294,  15370.00,     52.28,      1.19,      1.93,      0.09,      0.99,           2,           0,           3,           2,           0,           0,          37,           5,           0,
      134,   5770.00,     43.06,      1.27,      1.98,      0.15,      0.99,           2,           0,           7,           1,           0,           0,           8,           3,           0,
      601,  19650.00,     32.70,      1.13,      1.89,      0.06,      0.99,           2,           0,           2,           2,           0,           0,          16,           2,           0,
       56,   6610.00,    118.04,      1.52,      1.06,      0.25,      0.99,           2,           0,           5,           2,           0,           0,          43,           4,           0,
       56,   6590.00,    117.68,      1.52,      1.07,      0.24,      0.99,           2,           0,           6,           2,           0,           0,          43,           5,           0,
      298,  14470.00,     48.56,      1.17,      1.65,      0.08,      0.99,           2,           0,           5,           1,           0,           0,          41,           1,           0,
       52,   2960.00,     56.92,      1.50,      1.25,      0.21,      0.99,           2,           0,           1,           1,           0,           0,          10,           4,           0,
      167,   7470.00,     44.73,      1.24,      2.02,      0.11,      0.99,           2,           0,           2,           1,           0,           0,          49,           3,           0,
      114,   7420.00,     65.09,      1.27,      1.12,      0.12,      0.99,           2,           0,           6,           1,           0,           0,          39,           2,           0,
       57,   6610.00,    115.96,      1.50,      1.18,      0.24,      0.98,           2,           0,           3,           2,           0,           0,          43,           4,           0,
       46,   6270.00,    136.30,      1.58,      1.17,      0.27,      0.98,           2,           0,           7,           2,           0,           0,          43,           3,           0,
