# TimeStamp   : 2020-02-22 08:16:19
# Strategy    : MasterCode
# Symbol      : NG
# TimeFrame   : M10
# Date Range  : 2007-07-01 --> 2019-12-30
#
#  Ntrades,     NetPL,  AvgTrade, PftFactor,    NP/MDD, Expectancy,   Z-score, Side_switch,    MyStop, POI_switch, Distance_switch, FilterT_switch, Filter1L_switch, Filter1S_switch,    fractN,   epsilon, 
     1055, 156310.00,    148.16,      1.37,      9.06,      0.17,      3.43,           3,           0,           1,           2,           5,          39,          24,           1,           0, 
     1206, 131820.00,    109.30,      1.36,     10.17,      0.16,      3.43,           3,           0,           2,           2,          10,          14,          31,           4,           0, 
     1722, 198410.00,    115.22,      1.27,      8.57,      0.13,      3.43,           3,           0,           2,           2,           2,          26,          24,           2,           0, 
     1555, 145460.00,     93.54,      1.31,      8.58,      0.14,      3.43,           3,           0,           1,           2,          10,          26,           9,           2,           0, 
     1516, 137400.00,     90.63,      1.32,      8.43,      0.15,      3.43,           3,           0,           1,           2,          10,          14,          22,           5,           0, 
     1310, 174140.00,    132.93,      1.33,      9.17,      0.15,      3.42,           3,           0,           1,           2,           3,          25,          31,           3,           0, 
      987, 106930.00,    108.34,      1.40,      9.10,      0.18,      3.42,           3,           0,           3,           2,          10,          14,          20,           5,           0, 
     1703, 196620.00,    115.46,      1.28,     10.68,      0.13,      3.40,           3,           0,           2,           2,           8,          25,          24,           2,           0, 
     1048, 153800.00,    146.76,      1.37,      9.55,      0.17,      3.40,           3,           0,           1,           2,           7,          39,          24,           3,           0, 
     1703, 196620.00,    115.46,      1.28,     10.68,      0.13,      3.40,           3,           0,           2,           2,           8,          25,          24,           2,           0, 
     1350, 137950.00,    102.19,      1.33,      9.36,      0.15,      3.39,           3,           0,           1,           2,          10,          26,          24,           3,           0, 
     1254, 131050.00,    104.51,      1.35,      8.64,      0.16,      3.39,           3,           0,           3,           2,          10,          15,          24,           3,           0, 
     1350, 137950.00,    102.19,      1.33,      9.36,      0.15,      3.39,           3,           0,           1,           2,          10,          26,          24,           3,           0, 
     1183, 135230.00,    114.31,      1.35,      9.44,      0.16,      3.38,           3,           0,           1,           2,          10,          26,          31,           1,           0, 
     1761, 201170.00,    114.24,      1.27,      8.94,      0.12,      3.38,           3,           0,           2,           2,           5,          25,          24,           1,           0, 
     1183, 135230.00,    114.31,      1.35,      9.44,      0.16,      3.38,           3,           0,           1,           2,          10,          26,          31,           1,           0, 
     1761, 201170.00,    114.24,      1.27,      8.94,      0.12,      3.38,           3,           0,           2,           2,           5,          25,          24,           1,           0, 
     1510, 178840.00,    118.44,      1.30,      9.19,      0.14,      3.38,           3,           0,           2,           2,           7,          14,          24,           3,           0, 
      787, 120590.00,    153.23,      1.43,      8.66,      0.21,      3.38,           3,           0,           2,           1,           1,          39,          24,           1,           0, 
     1183, 135230.00,    114.31,      1.35,      9.44,      0.16,      3.38,           3,           0,           1,           2,          10,          26,          31,           1,           0, 
     1510, 178840.00,    118.44,      1.30,      9.19,      0.14,      3.38,           3,           0,           2,           2,           7,          14,          24,           3,           0, 
     1183, 135230.00,    114.31,      1.35,      9.44,      0.16,      3.38,           3,           0,           1,           2,          10,          26,          31,           1,           0, 
     1655, 190010.00,    114.81,      1.28,      9.18,      0.13,      3.37,           3,           0,           2,           2,           8,          26,          24,           3,           0, 
      884, 114920.00,    130.00,      1.42,      9.76,      0.20,      3.37,           3,           0,           1,           2,          10,          39,          24,           2,           0, 
     1093, 160710.00,    147.04,      1.35,      8.62,      0.16,      3.37,           3,           0,           2,           2,          11,          39,          24,           1,           0, 
     1655, 190010.00,    114.81,      1.28,      9.18,      0.13,      3.37,           3,           0,           2,           2,           8,          26,          24,           3,           0, 
