
       ====================
          >>> BTfast <<<   
       ====================

    Strategy   : MasterCode
    Symbol     : GC
    TimeFrame  : M15
    Data File  : GC/GC_M15_2010-2014_2018-2019.csv

2020-06-08 11:55:28 | (Parallel) Running optimization 220 / 1224
2020-06-08 11:55:29 | (Parallel) Running optimization 221 / 1224
2020-06-08 11:55:34 | (Parallel) Running optimization 222 / 1224
2020-06-08 11:55:35 | (Parallel) Running optimization 223 / 1224
2020-06-08 11:55:36 | (Parallel) Running optimization 224 / 1224
2020-06-08 11:55:37 | (Parallel) Running optimization 225 / 1224
2020-06-08 11:55:40 | (Parallel) Running optimization 226 / 1224
2020-06-08 11:55:42 | (Parallel) Running optimization 227 / 1224
2020-06-08 11:55:43 | (Parallel) Running optimization 228 / 1224
2020-06-08 11:55:44 | (Parallel) Running optimization 229 / 1224
2020-06-08 11:55:47 | (Parallel) Running optimization 230 / 1224
2020-06-08 11:55:49 | (Parallel) Running optimization 231 / 1224
2020-06-08 11:55:50 | (Parallel) Running optimization 232 / 1224
2020-06-08 11:55:51 | (Parallel) Running optimization 233 / 1224
2020-06-08 11:55:54 | (Parallel) Running optimization 234 / 1224
2020-06-08 11:55:56 | (Parallel) Running optimization 235 / 1224
2020-06-08 11:55:57 | (Parallel) Running optimization 236 / 1224
2020-06-08 11:55:58 | (Parallel) Running optimization 237 / 1224
2020-06-08 11:56:01 | (Parallel) Running optimization 238 / 1224
2020-06-08 11:56:04 | (Parallel) Running optimization 239 / 1224
2020-06-08 11:56:05 | (Parallel) Running optimization 240 / 1224
2020-06-08 11:56:06 | (Parallel) Running optimization 241 / 1224
2020-06-08 11:56:09 | (Parallel) Running optimization 242 / 1224
2020-06-08 11:56:12 | (Parallel) Running optimization 243 / 1224
2020-06-08 11:56:13 | (Parallel) Running optimization 244 / 1224
2020-06-08 11:56:14 | (Parallel) Running optimization 245 / 1224
2020-06-08 11:56:17 | (Parallel) Running optimization 246 / 1224
2020-06-08 11:56:20 | (Parallel) Running optimization 247 / 1224
2020-06-08 11:56:21 | (Parallel) Running optimization 248 / 1224
2020-06-08 11:56:21 | (Parallel) Running optimization 249 / 1224
2020-06-08 11:56:24 | (Parallel) Running optimization 250 / 1224
2020-06-08 11:56:28 | (Parallel) Running optimization 251 / 1224
2020-06-08 11:56:28 | (Parallel) Running optimization 252 / 1224
2020-06-08 11:56:28 | (Parallel) Running optimization 253 / 1224
2020-06-08 11:56:31 | (Parallel) Running optimization 254 / 1224
2020-06-08 11:56:34 | (Parallel) Running optimization 255 / 1224
2020-06-08 11:56:35 | (Parallel) Running optimization 256 / 1224
2020-06-08 11:56:35 | (Parallel) Running optimization 257 / 1224
2020-06-08 11:56:38 | (Parallel) Running optimization 258 / 1224
2020-06-08 11:56:41 | (Parallel) Running optimization 259 / 1224
2020-06-08 11:56:42 | (Parallel) Running optimization 260 / 1224
2020-06-08 11:56:42 | (Parallel) Running optimization 261 / 1224
2020-06-08 11:56:45 | (Parallel) Running optimization 262 / 1224
2020-06-08 11:56:48 | (Parallel) Running optimization 263 / 1224
2020-06-08 11:56:49 | (Parallel) Running optimization 264 / 1224
2020-06-08 11:56:49 | (Parallel) Running optimization 265 / 1224
2020-06-08 11:56:51 | (Parallel) Running optimization 266 / 1224
2020-06-08 11:56:55 | (Parallel) Running optimization 267 / 1224
2020-06-08 11:56:56 | (Parallel) Running optimization 268 / 1224
2020-06-08 11:56:56 | (Parallel) Running optimization 269 / 1224
2020-06-08 11:56:58 | (Parallel) Running optimization 270 / 1224
2020-06-08 11:57:02 | (Parallel) Running optimization 271 / 1224
2020-06-08 11:57:03 | (Parallel) Running optimization 272 / 1224
2020-06-08 11:57:03 | (Parallel) Running optimization 273 / 1224
2020-06-08 11:57:05 | (Parallel) Running optimization 274 / 1224
2020-06-08 11:57:09 | (Parallel) Running optimization 275 / 1224
2020-06-08 11:57:10 | (Parallel) Running optimization 276 / 1224
2020-06-08 11:57:10 | (Parallel) Running optimization 277 / 1224
2020-06-08 11:57:12 | (Parallel) Running optimization 278 / 1224
2020-06-08 11:57:16 | (Parallel) Running optimization 279 / 1224
2020-06-08 11:57:17 | (Parallel) Running optimization 280 / 1224
2020-06-08 11:57:17 | (Parallel) Running optimization 281 / 1224
2020-06-08 11:57:19 | (Parallel) Running optimization 282 / 1224
2020-06-08 11:57:23 | (Parallel) Running optimization 283 / 1224
2020-06-08 11:57:24 | (Parallel) Running optimization 284 / 1224
2020-06-08 11:57:24 | (Parallel) Running optimization 285 / 1224
2020-06-08 11:57:26 | (Parallel) Running optimization 286 / 1224
2020-06-08 11:57:30 | (Parallel) Running optimization 287 / 1224
2020-06-08 11:57:32 | (Parallel) Running optimization 288 / 1224
2020-06-08 11:57:32 | (Parallel) Running optimization 289 / 1224
2020-06-08 11:57:33 | (Parallel) Running optimization 290 / 1224
2020-06-08 11:57:37 | (Parallel) Running optimization 291 / 1224
2020-06-08 11:57:39 | (Parallel) Running optimization 292 / 1224
2020-06-08 11:57:39 | (Parallel) Running optimization 293 / 1224
2020-06-08 11:57:40 | (Parallel) Running optimization 294 / 1224
2020-06-08 11:57:44 | (Parallel) Running optimization 295 / 1224
2020-06-08 11:57:46 | (Parallel) Running optimization 296 / 1224
2020-06-08 11:57:46 | (Parallel) Running optimization 297 / 1224
2020-06-08 11:57:46 | (Parallel) Running optimization 298 / 1224
2020-06-08 11:57:51 | (Parallel) Running optimization 299 / 1224
2020-06-08 11:57:52 | (Parallel) Running optimization 300 / 1224
2020-06-08 11:57:53 | (Parallel) Running optimization 301 / 1224
2020-06-08 11:57:53 | (Parallel) Running optimization 302 / 1224
2020-06-08 11:57:58 | (Parallel) Running optimization 303 / 1224
2020-06-08 11:57:59 | (Parallel) Running optimization 304 / 1224
2020-06-08 11:58:00 | (Parallel) Running optimization 305 / 1224
2020-06-08 11:58:00 | (Parallel) Running optimization 306 / 1224
2020-06-08 11:58:05 | (Parallel) Running optimization 307 / 1224
2020-06-08 11:58:07 | (Parallel) Running optimization 308 / 1224
2020-06-08 11:58:08 | (Parallel) Running optimization 309 / 1224
2020-06-08 11:58:08 | (Parallel) Running optimization 310 / 1224
2020-06-08 11:58:13 | (Parallel) Running optimization 311 / 1224
2020-06-08 11:58:13 | (Parallel) Running optimization 312 / 1224
2020-06-08 11:58:14 | (Parallel) Running optimization 313 / 1224
2020-06-08 11:58:15 | (Parallel) Running optimization 314 / 1224
2020-06-08 11:58:20 | (Parallel) Running optimization 315 / 1224
2020-06-08 11:58:20 | (Parallel) Running optimization 316 / 1224
2020-06-08 11:58:21 | (Parallel) Running optimization 317 / 1224
2020-06-08 11:58:22 | (Parallel) Running optimization 318 / 1224
2020-06-08 11:58:25 | (Parallel) Running optimization 319 / 1224
2020-06-08 11:58:26 | (Parallel) Running optimization 320 / 1224
2020-06-08 11:58:27 | (Parallel) Running optimization 321 / 1224
2020-06-08 11:58:28 | (Parallel) Running optimization 322 / 1224
2020-06-08 11:58:32 | (Parallel) Running optimization 323 / 1224
2020-06-08 11:58:33 | (Parallel) Running optimization 324 / 1224
2020-06-08 11:58:33 | (Parallel) Running optimization 325 / 1224
2020-06-08 11:58:35 | (Parallel) Running optimization 326 / 1224
2020-06-08 11:58:38 | (Parallel) Running optimization 327 / 1224
2020-06-08 11:58:40 | (Parallel) Running optimization 328 / 1224
2020-06-08 11:58:40 | (Parallel) Running optimization 329 / 1224
2020-06-08 11:58:42 | (Parallel) Running optimization 330 / 1224
2020-06-08 11:58:46 | (Parallel) Running optimization 331 / 1224
2020-06-08 11:58:47 | (Parallel) Running optimization 332 / 1224
2020-06-08 11:58:48 | (Parallel) Running optimization 333 / 1224
2020-06-08 11:58:49 | (Parallel) Running optimization 334 / 1224
2020-06-08 11:58:53 | (Parallel) Running optimization 335 / 1224
2020-06-08 11:58:54 | (Parallel) Running optimization 336 / 1224
2020-06-08 11:58:55 | (Parallel) Running optimization 337 / 1224
2020-06-08 11:58:56 | (Parallel) Running optimization 338 / 1224
2020-06-08 11:59:00 | (Parallel) Running optimization 339 / 1224
2020-06-08 11:59:00 | (Parallel) Running optimization 340 / 1224
2020-06-08 11:59:02 | (Parallel) Running optimization 341 / 1224
2020-06-08 11:59:04 | (Parallel) Running optimization 342 / 1224
2020-06-08 11:59:06 | (Parallel) Running optimization 343 / 1224
2020-06-08 11:59:07 | (Parallel) Running optimization 344 / 1224
2020-06-08 11:59:08 | (Parallel) Running optimization 345 / 1224
2020-06-08 11:59:10 | (Parallel) Running optimization 346 / 1224
2020-06-08 11:59:13 | (Parallel) Running optimization 347 / 1224
