# TimeStamp   : 2020-07-29 16:31:34
# Strategy    : MasterCode
# Symbol      : NG
# TimeFrame   : M10
# Date Range  : 2009-10-01 --> 2019-12-30
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# 
# Names of input variables must match those in 'mode_factory_sequential'
# 
# Names of optimization variables ("fractN_long", "fractN_short")
# and "Side_switch" must match in 'validation.cpp'
# 
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..8:1 -->
#         <Start>1</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..4:1 -->
#         <Start>1</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeL_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeS_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>DPS_switch</Name>         <!--  0 (false) or 1 (true) -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>Exit_switch</Name>        <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>1</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades, AvgTicks,  WinPerc,PftFactor,   NP/MDD,Expectancy,  Z-score,BOMR_switch,Side_switch,   MyStop,POI_switch,Distance_switch,DOW_switch,Intraday_switch,Filter1L_switch,Filter1S_switch,MktRegimeL_switch,MktRegimeS_switch,DPS_switch,Exit_switch,fractN_long,fractN_short,  epsilon,
      507,    10.61,    54.83,     1.35,     2.62,     0.16,     2.09,          2,          2,          0,          6,          1,          0,          0,          0,         17,          0,          0,          0,          1,          0,          0,          0,
      265,    19.18,    57.74,     1.59,     4.27,     0.25,     2.09,          2,          2,          0,          6,          2,          5,          0,          0,         54,          0,          0,          0,          1,          0,          2,          0,
      121,    25.86,    58.68,     2.10,     3.53,     0.46,     2.09,          2,          2,          0,          6,          1,          5,          0,          0,         43,          0,          0,          0,          1,          0,          1,          0,
      264,    13.31,    54.17,     1.55,     5.46,     0.25,     2.09,          2,          2,          0,          6,          1,          0,          0,          0,          6,          0,          0,          0,          1,          0,          1,          0,
       97,    26.40,    64.95,     2.03,     2.79,     0.36,     2.09,          2,          2,          0,          6,          1,          5,          0,          0,         43,          0,          0,          0,          1,          0,          2,          0,
      124,    25.06,    60.48,     2.04,     3.39,     0.41,     2.09,          2,          2,          0,          6,          2,          5,          0,          0,         43,          0,          0,          0,          1,          0,          1,          0,
      526,    10.94,    52.09,     1.35,     3.22,     0.17,     2.09,          2,          2,          0,          6,          1,          5,          0,          0,         40,          0,          0,          0,          1,          0,          1,          0,
      529,    10.83,    54.06,     1.33,     3.20,     0.15,     2.09,          2,          2,          0,          6,          2,          5,          6,          0,         40,          0,          0,          0,          1,          0,          0,          0,
      104,    31.59,    63.46,     2.19,     3.50,     0.44,     2.09,          2,          2,          0,          6,          2,          5,          0,          0,         43,          0,          0,          0,          1,          0,          2,          0,
      527,    11.29,    51.04,     1.35,     3.44,     0.17,     2.08,          2,          2,          0,          6,          1,          5,          0,          0,         12,          0,          0,          0,          1,          0,          1,          0,
      441,    13.22,    53.29,     1.37,     3.32,     0.17,     2.08,          2,          2,          0,          6,          4,          5,          0,          0,          0,          0,          0,          0,          1,          0,          4,          0,
      300,    16.57,    57.67,     1.52,     3.45,     0.22,     2.08,          2,          2,          0,          6,          2,          5,          0,          0,         19,          0,          0,          0,          1,          0,          2,          0,
      549,    10.17,    49.91,     1.34,     3.39,     0.17,     2.08,          2,          2,          0,          6,          1,          5,          0,          0,         12,          0,          0,          0,          1,          0,          0,          0,
      236,    19.24,    58.90,     1.57,     2.56,     0.23,     2.08,          2,          2,          0,          6,          3,          5,          0,          0,         54,          0,          0,          0,          1,          0,          1,          0,
       92,    17.43,    57.61,     1.89,     4.37,     0.38,     2.07,          2,          2,          0,          6,          3,          5,          0,          0,         28,          0,          0,          0,          1,          0,          1,          0,
      431,    12.22,    54.06,     1.37,     2.68,     0.17,     2.07,          2,          2,          0,          6,          3,          0,          0,          0,         21,          0,          0,          0,          1,          0,          1,          0,
      451,    11.61,    50.11,     1.37,     3.08,     0.18,     2.07,          2,          2,          0,          6,          3,          5,          0,          0,         12,          0,          0,          0,          1,          0,          1,          0,
      430,    12.73,    53.26,     1.38,     2.71,     0.18,     2.07,          2,          2,          0,          6,          3,          5,          0,          0,         20,          0,          0,          0,          1,          0,          1,          0,
      447,    10.66,    51.90,     1.34,     4.23,     0.16,     2.07,          2,          2,          0,          6,          2,          5,         10,          0,         20,          0,          0,          0,          1,          0,          0,          0,
      576,    10.54,    53.47,     1.32,     2.66,     0.15,     2.07,          2,          2,          0,          6,          2,          5,          0,          0,         39,          0,          0,          0,          1,          0,          1,          0,
      263,    14.73,    58.94,     1.60,     3.16,     0.24,     2.06,          2,          2,          0,          7,          3,          0,          0,          0,         41,          0,          0,          0,          1,          0,          3,          0,
      181,    17.68,    59.12,     1.65,     2.96,     0.26,     2.06,          2,          2,          0,          6,          4,          2,          0,          0,         41,          0,          0,          0,          1,          0,          4,          0,
      342,    14.39,    56.43,     1.46,     3.16,     0.20,     2.06,          2,          2,          0,          6,          3,          5,          0,          0,         19,          0,          0,          0,          1,          0,          0,          0,
      550,    10.19,    50.00,     1.34,     3.12,     0.17,     2.06,          2,          2,          0,          6,          2,          5,          0,          0,         12,          0,          0,          0,          1,          0,          0,          0,
      116,    27.94,    62.07,     2.10,     3.46,     0.42,     2.06,          2,          2,          0,          6,          4,          5,          0,          0,         45,          0,          0,          0,          1,          0,          3,          0,
      506,    11.19,    52.37,     1.33,     3.11,     0.16,     2.05,          2,          2,          0,          6,          1,          5,          0,          0,          0,          0,          0,          0,          1,          0,          2,          0,
      484,    11.90,    50.00,     1.37,     3.66,     0.19,     2.05,          2,          2,          0,          6,          4,          5,          0,          0,         12,          0,          0,          0,          1,          0,          3,          0,
      400,    11.42,    54.00,     1.38,     2.04,     0.18,     2.05,          2,          2,          0,          6,          1,          0,          0,          0,         17,          0,          0,          0,          1,          0,          2,          0,
      319,    15.90,    57.05,     1.44,     2.28,     0.19,     2.04,          2,          2,          0,          6,          4,          2,          0,          0,         14,          0,          0,          0,          1,          0,          4,          0,
      306,    17.61,    54.90,     1.49,     4.59,     0.22,     2.04,          2,          2,          0,          6,          3,          5,          0,          0,         55,          0,          0,          0,          1,          0,          0,          0,
      295,    13.03,    55.25,     1.40,     3.77,     0.18,     2.04,          2,          2,          0,          6,          2,          0,          0,          0,         13,          0,          0,          0,          1,          0,          2,          0,
      413,    10.40,    53.51,     1.38,     3.54,     0.18,     2.03,          2,          2,          0,          6,          2,          0,          0,          0,         24,          0,          0,          0,          1,          0,          1,          0,
      432,    12.96,    53.94,     1.37,     3.17,     0.17,     2.03,          2,          2,          0,          6,          4,          2,          0,          0,          0,          0,          0,          0,          1,          0,          4,          0,
      559,     9.92,    52.59,     1.32,     3.10,     0.15,     2.03,          2,          2,          0,          6,          2,          0,          0,          0,         21,          0,          0,          0,          1,          0,          0,          0,
       92,    25.13,    59.78,     2.05,     2.32,     0.42,     2.03,          2,          2,          0,          6,          3,          5,          0,          0,          8,          0,          0,          0,          1,          0,          1,          0,
      378,    13.38,    53.70,     1.40,     3.23,     0.19,     2.03,          2,          2,          0,          6,          4,          2,          0,          0,         40,          0,          0,          0,          1,          0,          4,          0,
      656,    10.01,    52.74,     1.29,     3.01,     0.14,     2.03,          2,          2,          0,          6,          4,          0,          0,          0,          0,          0,          0,          0,          1,          0,          3,          0,
      110,    27.08,    60.00,     2.09,     3.41,     0.43,     2.02,          2,          2,          0,          6,          2,          5,          0,          0,          8,          0,          0,          0,          1,          0,          2,          0,
      657,     8.86,    52.36,     1.29,     2.71,     0.14,     2.02,          2,          2,          0,          6,          1,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,
      377,    14.44,    57.82,     1.42,     2.68,     0.18,     2.02,          2,          2,          0,          6,          1,          0,          6,          0,         19,          0,          0,          0,          1,          0,          0,          0,
      412,    11.41,    54.13,     1.37,     2.43,     0.17,     2.02,          2,          2,          0,          6,          1,          0,          0,          0,         14,          0,          0,          0,          1,          0,          2,          0,
      275,    19.14,    57.09,     1.52,     4.63,     0.22,     2.02,          2,          2,          0,          6,          2,          5,          0,          0,         55,          0,          0,          0,          1,          0,          2,          0,
      125,    25.23,    61.60,     2.00,     3.41,     0.39,     2.01,          2,          2,          0,          6,          4,          0,          0,          0,         43,          0,          0,          0,          1,          0,          3,          0,
      380,    10.38,    54.74,     1.32,     3.53,     0.15,     2.01,          2,          2,          0,          6,          3,          0,          0,          0,         13,          0,          0,          0,          1,          0,          0,          0,
      227,    16.82,    57.27,     1.55,     5.18,     0.23,     2.01,          2,          2,          0,          6,          1,          0,          6,          0,          6,          0,          0,          0,          1,          0,          0,          0,
      128,    23.48,    59.38,     1.96,     3.26,     0.39,     2.01,          2,          2,          0,          6,          1,          5,          0,          0,         43,          0,          0,          0,          1,          0,          0,          0,
      552,    10.10,    52.54,     1.32,     2.69,     0.15,     2.01,          2,          2,          0,          6,          1,          0,          0,          0,         21,          0,          0,          0,          1,          0,          0,          0,
      113,    27.62,    62.83,     2.07,     3.37,     0.40,     2.00,          2,          2,          0,          6,          2,          0,          0,          0,         43,          0,          0,          0,          1,          0,          2,          0,
      330,    16.06,    56.36,     1.44,     3.66,     0.19,     2.00,          2,          2,          0,          6,          2,          5,          0,          0,         55,          0,          0,          0,          1,          0,          1,          0,
      126,    23.52,    58.73,     1.99,     3.39,     0.41,     2.00,          2,          2,          0,          6,          1,          0,          0,          0,         43,          0,          0,          0,          1,          0,          1,          0,
      525,    10.13,    54.67,     1.32,     2.78,     0.15,     2.00,          2,          2,          0,          6,          2,          0,          0,          0,         14,          0,          0,          0,          1,          0,          0,          0,
      124,    23.95,    60.48,     1.97,     3.23,     0.38,     2.00,          2,          2,          0,          6,          1,          5,          0,          0,         45,          0,          0,          0,          1,          0,          0,          0,
       84,    28.81,    61.90,     2.10,     2.25,     0.42,     2.00,          2,          2,          0,          6,          3,          5,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      567,     9.83,    53.26,     1.31,     2.97,     0.15,     1.99,          2,          2,          0,          6,          4,          0,          0,          0,         21,          0,          0,          0,          1,          0,          1,          0,
      395,    11.28,    55.19,     1.40,     3.51,     0.18,     1.99,          2,          2,          0,          6,          4,          0,          0,          0,         24,          0,          0,          0,          1,          0,          3,          0,
      209,    15.78,    55.02,     1.55,     4.62,     0.25,     1.99,          2,          2,          0,          6,          2,          5,         10,          0,         30,          0,          0,          0,          1,          0,          0,          0,
      114,    26.25,    56.14,     2.06,     3.37,     0.46,     1.99,          2,          2,          0,          6,          3,          5,          0,          0,         43,          0,          0,          0,          1,          0,          0,          0,
      129,    21.61,    57.36,     1.97,     3.37,     0.42,     1.99,          2,          2,          0,          6,          1,          5,          0,          0,          8,          0,          0,          0,          1,          0,          1,          0,
      121,    25.50,    61.16,     2.00,     3.35,     0.39,     1.98,          2,          2,          0,          6,          4,          0,          0,          0,         45,          0,          0,          0,          1,          0,          3,          0,
      268,    10.07,    51.12,     1.42,     3.48,     0.21,     1.98,          2,          2,          0,          6,          3,          5,          0,          0,          3,          0,          0,          0,          1,          0,          1,          0,
      133,    22.05,    60.90,     1.91,     3.28,     0.36,     1.98,          2,          2,          0,          6,          4,          0,          0,          0,         43,          0,          0,          0,          1,          0,          2,          0,
      117,    24.78,    58.12,     2.04,     3.34,     0.44,     1.98,          2,          2,          0,          6,          1,          5,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      363,    13.72,    55.65,     1.39,     1.87,     0.17,     1.98,          2,          2,          0,          6,          4,          0,          0,          0,         17,          0,          0,          0,          1,          0,          4,          0,
      122,    23.87,    59.02,     1.99,     3.35,     0.41,     1.98,          2,          2,          0,          6,          1,          0,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      402,    11.01,    54.98,     1.37,     3.30,     0.17,     1.98,          2,          2,          0,          6,          1,          0,          6,          0,         24,          0,          0,          0,          1,          0,          0,          0,
      120,    23.93,    60.00,     1.98,     3.19,     0.39,     1.98,          2,          2,          0,          6,          2,          5,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      213,    15.15,    58.22,     1.54,     2.60,     0.23,     1.97,          2,          2,          0,          6,          4,          0,          0,          0,         41,          0,          0,          0,          1,          0,          4,          0,
      701,     8.55,    52.50,     1.27,     2.56,     0.13,     1.97,          2,          2,          0,          6,          2,          0,          0,          0,          0,          0,          0,          0,          1,          0,          1,          0,
      403,     9.65,    53.85,     1.37,     3.35,     0.17,     1.97,          2,          2,          0,          6,          2,          5,          0,          0,         24,          0,          0,          0,          1,          0,          0,          0,
      241,    20.02,    57.26,     1.51,     2.50,     0.22,     1.97,          2,          2,          0,          6,          3,          5,          0,          0,         55,          0,          0,          0,          1,          0,          1,          0,
      409,    13.74,    53.55,     1.36,     3.09,     0.17,     1.97,          2,          2,          0,          6,          4,          5,          0,          0,         39,          0,          0,          0,          1,          0,          4,          0,
      268,    12.18,    55.22,     1.49,     5.52,     0.22,     1.97,          2,          2,          0,          6,          2,          0,          0,          0,          6,          0,          0,          0,          1,          0,          1,          0,
      607,     9.84,    52.22,     1.30,     3.09,     0.14,     1.97,          2,          2,          0,          6,          2,          0,          0,          0,          0,          0,          0,          0,          1,          0,          2,          0,
      129,    22.39,    62.02,     1.92,     3.24,     0.35,     1.97,          2,          2,          0,          6,          4,          0,          0,          0,         45,          0,          0,          0,          1,          0,          2,          0,
      110,    26.71,    56.36,     2.06,     3.32,     0.46,     1.96,          2,          2,          0,          6,          3,          5,          0,          0,         45,          0,          0,          0,          1,          0,          0,          0,
      119,    24.54,    57.14,     1.99,     3.34,     0.42,     1.96,          2,          2,          0,          6,          3,          0,          0,          0,         43,          0,          0,          0,          1,          0,          0,          0,
      401,    10.83,    56.86,     1.33,     2.42,     0.14,     1.96,          2,          2,          0,          6,          2,          5,          0,          0,         13,          0,          0,          0,          1,          0,          1,          0,
      128,    24.13,    63.28,     1.99,     3.12,     0.36,     1.96,          2,          2,          0,          7,          3,          0,          0,          0,         45,          0,          0,          0,          1,          0,          3,          0,
      305,    17.25,    57.05,     1.47,     4.49,     0.20,     1.96,          2,          2,          0,          6,          4,          5,          0,          0,         55,          0,          0,          0,          1,          0,          3,          0,
      534,     9.80,    55.24,     1.31,     2.80,     0.14,     1.96,          2,          2,          0,          6,          4,          0,          0,          0,         14,          0,          0,          0,          1,          0,          1,          0,
      386,    13.54,    57.51,     1.39,     2.77,     0.17,     1.96,          2,          2,          0,          6,          2,          0,          6,          0,         19,          0,          0,          0,          1,          0,          0,          0,
      393,    10.51,    52.67,     1.39,     3.28,     0.18,     1.95,          2,          2,          0,          6,          3,          0,          0,          0,         24,          0,          0,          0,          1,          0,          0,          0,
      517,    10.21,    54.74,     1.32,     2.52,     0.15,     1.95,          2,          2,          0,          6,          1,          0,          0,          0,         14,          0,          0,          0,          1,          0,          0,          0,
      359,    13.55,    54.32,     1.41,     2.73,     0.19,     1.95,          2,          2,          0,          6,          4,          2,          0,          0,         20,          0,          0,          0,          1,          0,          4,          0,
      109,    27.71,    62.39,     2.05,     3.28,     0.40,     1.95,          2,          2,          0,          6,          2,          0,          0,          0,         45,          0,          0,          0,          1,          0,          2,          0,
      100,    30.06,    62.00,     2.11,     3.25,     0.42,     1.95,          2,          2,          0,          6,          2,          5,          0,          0,         45,          0,          0,          0,          1,          0,          2,          0,
      340,    14.04,    57.65,     1.43,     2.75,     0.18,     1.94,          2,          2,          0,          6,          1,          5,          0,          0,         19,          0,          0,          0,          1,          0,          1,          0,
      362,    13.51,    57.46,     1.41,     2.59,     0.17,     1.94,          2,          2,          0,          6,          2,          5,          0,          0,         19,          0,          0,          0,          1,          0,          1,          0,
      677,     8.92,    51.70,     1.27,     2.65,     0.13,     1.94,          2,          2,          0,          6,          3,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,
      133,    21.56,    59.40,     1.91,     3.31,     0.37,     1.94,          2,          2,          0,          6,          4,          0,          0,          0,          8,          0,          0,          0,          1,          0,          3,          0,
      395,    10.53,    53.92,     1.38,     3.44,     0.18,     1.94,          2,          2,          0,          6,          1,          0,          0,          0,         24,          0,          0,          0,          1,          0,          1,          0,
      120,    23.48,    59.17,     1.97,     3.29,     0.39,     1.94,          2,          2,          0,          6,          2,          0,          0,          0,          8,          0,          0,          0,          1,          0,          2,          0,
      319,    16.14,    56.11,     1.46,     3.00,     0.20,     1.94,          2,          2,          0,          6,          2,          5,          0,          0,         54,          0,          0,          0,          1,          0,          1,          0,
      115,    24.91,    57.39,     1.99,     3.29,     0.42,     1.94,          2,          2,          0,          6,          3,          0,          0,          0,         45,          0,          0,          0,          1,          0,          0,          0,
      133,    19.94,    58.65,     1.88,     3.16,     0.36,     1.94,          2,          2,          0,          6,          2,          5,          0,          0,          8,          0,          0,          0,          1,          0,          1,          0,
      670,     8.10,    52.24,     1.27,     2.70,     0.13,     1.93,          2,          2,          0,          6,          2,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,
      575,     9.74,    52.00,     1.30,     3.06,     0.15,     1.93,          2,          2,          0,          6,          4,          0,          0,          0,         40,          0,          0,          0,          1,          0,          3,          0,
      424,     9.82,    54.25,     1.35,     3.28,     0.16,     1.93,          2,          2,          0,          6,          4,          0,          0,          0,         24,          0,          0,          0,          1,          0,          2,          0,
      121,    22.32,    55.37,     1.95,     3.28,     0.42,     1.92,          2,          2,          0,          6,          3,          5,          0,          0,          8,          0,          0,          0,          1,          0,          0,          0,
      545,    10.79,    53.58,     1.30,     2.64,     0.14,     1.92,          2,          2,          0,          6,          2,          5,          6,          0,         39,          0,          0,          0,          1,          0,          0,          0,
      442,    11.46,    55.20,     1.37,     2.45,     0.16,     1.92,          2,          2,          0,          7,          3,          0,          0,          0,         17,          0,          0,          0,          1,          0,          3,          0,
      482,    10.93,    52.28,     1.32,     2.46,     0.15,     1.92,          2,          2,          0,          6,          1,          5,          0,          0,         20,          0,          0,          0,          1,          0,          1,          0,
      127,    21.80,    59.84,     1.90,     3.13,     0.36,     1.92,          2,          2,          0,          6,          2,          0,          0,          0,         43,          0,          0,          0,          1,          0,          1,          0,
      427,    11.26,    51.05,     1.34,     3.19,     0.17,     1.92,          2,          2,          0,          6,          1,          5,          0,          0,         40,          0,          0,          0,          1,          0,          2,          0,
      379,    14.21,    53.83,     1.39,     2.19,     0.18,     1.92,          2,          2,          0,          6,          4,          5,          0,          0,         20,          0,          0,          0,          1,          0,          4,          0,
       93,    24.63,    64.52,     1.94,     2.54,     0.33,     1.92,          2,          2,          0,          6,          1,          5,          0,          0,         45,          0,          0,          0,          1,          0,          2,          0,
      335,    15.10,    55.52,     1.42,     3.47,     0.19,     1.91,          2,          2,          0,          6,          2,          5,          0,          0,         27,          0,          0,          0,          1,          0,          2,          0,
      323,    16.91,    57.28,     1.43,     3.30,     0.18,     1.91,          2,          2,          0,          6,          2,          5,          6,          0,         55,          0,          0,          0,          1,          0,          0,          0,
      323,    15.39,    56.04,     1.40,     2.13,     0.18,     1.91,          2,          2,          0,          6,          4,          5,          0,          0,         14,          0,          0,          0,          1,          0,          4,          0,
      377,    13.27,    57.29,     1.40,     2.56,     0.17,     1.91,          2,          2,          0,          6,          4,          0,          0,          0,         19,          0,          0,          0,          1,          0,          3,          0,
      283,    12.05,    54.06,     1.43,     2.61,     0.20,     1.91,          2,          2,          0,          6,          1,          5,          0,          0,         24,          0,          0,          0,          1,          0,          2,          0,
      266,    12.14,    54.89,     1.52,     4.60,     0.23,     1.91,          2,          2,          0,          7,          3,          0,          0,          0,          6,          0,          0,          0,          1,          0,          3,          0,
      274,     9.36,    51.09,     1.40,     3.46,     0.20,     1.91,          2,          2,          0,          6,          2,          5,          0,          0,          3,          0,          0,          0,          1,          0,          2,          0,
      137,    20.36,    60.58,     1.84,     3.07,     0.33,     1.90,          2,          2,          0,          6,          4,          0,          0,          0,         43,          0,          0,          0,          1,          0,          1,          0,
      303,    16.62,    56.44,     1.47,     3.30,     0.21,     1.90,          2,          2,          0,          6,          1,          5,          0,          0,         54,          0,          0,          0,          1,          0,          1,          0,
      447,    11.97,    52.13,     1.34,     2.37,     0.16,     1.90,          2,          2,          0,          6,          2,          5,          0,          0,         20,          0,          0,          0,          1,          0,          2,          0,
      129,    22.86,    62.79,     1.95,     3.04,     0.35,     1.90,          2,          2,          0,          7,          3,          0,          0,          0,         43,          0,          0,          0,          1,          0,          3,          0,
      232,    13.29,    53.88,     1.54,     4.78,     0.25,     1.90,          2,          2,          0,          6,          1,          5,          0,          0,          6,          0,          0,          0,          1,          0,          1,          0,
      393,    13.58,    53.94,     1.36,     3.04,     0.16,     1.90,          2,          2,          0,          6,          4,          2,          0,          0,         39,          0,          0,          0,          1,          0,          4,          0,
      133,    20.74,    61.65,     1.85,     3.05,     0.33,     1.90,          2,          2,          0,          6,          4,          0,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      135,    19.44,    57.04,     1.87,     3.24,     0.37,     1.90,          2,          2,          0,          6,          1,          0,          0,          0,          8,          0,          0,          0,          1,          0,          1,          0,
      130,    21.48,    59.23,     1.86,     3.10,     0.35,     1.90,          2,          2,          0,          6,          1,          0,          6,          0,         43,          0,          0,          0,          1,          0,          0,          0,
      123,    22.05,    60.16,     1.90,     3.08,     0.36,     1.89,          2,          2,          0,          6,          2,          0,          0,          0,         45,          0,          0,          0,          1,          0,          1,          0,
      332,    17.11,    56.63,     1.41,     3.36,     0.18,     1.89,          2,          2,          0,          6,          1,          0,          6,          0,         55,          0,          0,          0,          1,          0,          0,          0,
      358,    10.90,    54.47,     1.40,     3.27,     0.18,     1.89,          2,          2,          0,          6,          2,          0,          0,          0,         24,          0,          0,          0,          1,          0,          2,          0,
      615,     9.87,    52.85,     1.27,     2.52,     0.13,     1.89,          2,          2,          0,          6,          1,          0,          6,          0,          0,          0,          0,          0,          1,          0,          0,          0,
      403,    14.03,    53.60,     1.34,     1.93,     0.16,     1.89,          2,          2,          0,          6,          2,          5,          6,          0,         20,          0,          0,          0,          1,          0,          0,          0,
      131,    21.24,    58.78,     1.86,     3.09,     0.35,     1.89,          2,          2,          0,          6,          1,          0,          0,          0,         43,          0,          0,          0,          1,          0,          0,          0,
       30,    37.70,    60.00,     2.94,     2.92,     0.77,     1.89,          2,          2,          0,          6,          1,          0,          6,          0,         47,          0,          0,          0,          1,          0,          0,          0,
      471,    11.33,    52.44,     1.31,     2.86,     0.15,     1.89,          2,          2,          0,          6,          1,          5,          0,          0,         39,          0,          0,          0,          1,          0,          2,          0,
      137,    19.31,    58.39,     1.83,     3.08,     0.35,     1.88,          2,          2,          0,          6,          1,          5,          0,          0,          8,          0,          0,          0,          1,          0,          0,          0,
       30,    37.73,    60.00,     2.92,     2.92,     0.77,     1.88,          2,          2,          0,          6,          2,          0,          6,          0,         47,          0,          0,          0,          1,          0,          0,          0,
      202,    16.84,    56.93,     1.54,     4.11,     0.23,     1.88,          2,          2,          0,          6,          2,          5,          6,          0,          6,          0,          0,          0,          1,          0,          0,          0,
      378,    13.50,    53.97,     1.37,     3.34,     0.17,     1.88,          2,          2,          0,          6,          3,          5,          0,          0,         27,          0,          0,          0,          1,          0,          0,          0,
      127,    21.63,    59.84,     1.87,     3.06,     0.35,     1.88,          2,          2,          0,          6,          1,          0,          6,          0,         45,          0,          0,          0,          1,          0,          0,          0,
      127,    21.63,    59.84,     1.87,     3.06,     0.35,     1.88,          2,          2,          0,          6,          1,          0,          0,          0,         45,          0,          0,          0,          1,          0,          0,          0,
       55,    30.82,    49.09,     2.63,     6.06,     0.83,     1.87,          2,          2,          0,          6,          4,          2,          0,          0,         11,          0,          0,          0,          1,          0,          4,          0,
      142,    18.29,    59.86,     1.80,     3.11,     0.32,     1.87,          2,          2,          0,          6,          4,          0,          0,          0,          8,          0,          0,          0,          1,          0,          2,          0,
      437,    11.92,    52.63,     1.34,     2.34,     0.16,     1.87,          2,          2,          0,          6,          1,          5,          0,          0,         20,          0,          0,          0,          1,          0,          2,          0,
      102,    20.49,    61.76,     1.85,     2.51,     0.32,     1.87,          2,          2,          0,          6,          1,          5,          0,          0,          8,          0,          0,          0,          1,          0,          2,          0,
      352,    14.68,    55.11,     1.39,     3.46,     0.18,     1.87,          2,          2,          0,          6,          2,          0,          0,          0,         55,          0,          0,          0,          1,          0,          1,          0,
      126,    20.44,    55.56,     1.88,     3.20,     0.39,     1.87,          2,          2,          0,          6,          3,          0,          0,          0,          8,          0,          0,          0,          1,          0,          0,          0,
      270,    15.25,    57.04,     1.44,     1.91,     0.19,     1.87,          2,          2,          0,          6,          3,          5,          0,          0,         19,          0,          0,          0,          1,          0,          1,          0,
      571,     9.49,    51.49,     1.28,     2.47,     0.13,     1.86,          2,          2,          0,          6,          3,          0,          0,          0,          0,          0,          0,          0,          1,          0,          1,          0,
      131,    20.58,    59.54,     1.83,     2.98,     0.34,     1.86,          2,          2,          0,          6,          2,          5,          6,          0,         43,          0,          0,          0,          1,          0,          0,          0,
      623,     9.67,    52.81,     1.26,     2.61,     0.12,     1.86,          2,          2,          0,          6,          2,          0,          6,          0,          0,          0,          0,          0,          1,          0,          0,          0,
      107,    20.52,    62.62,     1.82,     2.51,     0.31,     1.86,          2,          2,          0,          6,          1,          0,          0,          0,         43,          0,          0,          0,          1,          0,          2,          0,
