# TimeStamp   : 2020-08-17 11:06:11
# Strategy    : GC1
# Symbol      : GC
# TimeFrame   : M10
# Date Range  : 2010-01-03 --> 2019-12-31
#
#  Ntrades, AvgTicks,  WinPerc,PftFactor,   NP/MDD,Expectancy,  Z-score,Side_switch,   MyStop,fractN_long,fractN_short,  epsilon,
      332,    12.96,    52.41,     1.48,     6.41,     0.23,     2.48,          1,          0,          0,          0,          0,
      327,    15.40,    56.57,     1.60,     9.71,     0.26,     2.91,          1,          0,          0,          0,          0,
      327,    12.30,    52.60,     1.44,     6.18,     0.21,     2.28,          1,          0,          0,          0,          0,
      335,     9.16,    53.13,     1.31,     3.10,     0.14,     1.67,          1,          0,          0,          0,          0,
      325,    13.72,    53.23,     1.51,     5.81,     0.24,     2.52,          1,          0,          0,          0,          0,
      325,    15.09,    53.54,     1.58,     8.26,     0.27,     2.88,          1,          0,          0,          0,          0,
      332,    10.50,    52.11,     1.35,     5.32,     0.17,     1.91,          1,          0,          0,          0,          0,
      328,    12.89,    51.83,     1.49,     7.95,     0.24,     2.49,          1,          0,          0,          0,          0,
      328,    13.89,    53.35,     1.52,     6.66,     0.24,     2.60,          1,          0,          0,          0,          0,
      337,     9.33,    50.74,     1.32,     3.93,     0.16,     1.79,          1,          0,          0,          0,          0,
      331,    12.71,    53.47,     1.46,     5.51,     0.22,     2.38,          1,          0,          0,          0,          0,
      328,    13.36,    54.57,     1.49,     5.88,     0.22,     2.50,          1,          0,          0,          0,          0,
      327,    12.74,    52.60,     1.45,     5.71,     0.21,     2.34,          1,          0,          0,          0,          0,
      332,    11.04,    53.92,     1.37,     2.91,     0.17,     1.97,          1,          0,          0,          0,          0,
      338,     9.17,    51.78,     1.31,     3.84,     0.15,     1.72,          1,          0,          0,          0,          0,
      331,    14.11,    53.78,     1.54,     6.48,     0.25,     2.68,          1,          0,          0,          0,          0,
      334,    12.23,    52.10,     1.45,     5.08,     0.21,     2.34,          1,          0,          0,          0,          0,
      329,    10.77,    52.28,     1.37,     4.53,     0.18,     1.96,          1,          0,          0,          0,          0,
      337,     8.78,    50.45,     1.29,     2.97,     0.14,     1.60,          1,          0,          0,          0,          0,
      324,    13.53,    53.70,     1.51,     9.77,     0.24,     2.55,          1,          0,          0,          0,          0,
      330,    13.10,    53.33,     1.50,     8.41,     0.23,     2.55,          1,          0,          0,          0,          0,
      338,     9.69,    50.89,     1.33,     5.74,     0.16,     1.79,          1,          0,          0,          0,          0,
      333,    11.47,    52.55,     1.40,     6.51,     0.19,     2.12,          1,          0,          0,          0,          0,
      333,    10.50,    51.95,     1.36,     2.93,     0.17,     1.89,          1,          0,          0,          0,          0,
      327,    12.83,    53.21,     1.48,     5.51,     0.22,     2.41,          1,          0,          0,          0,          0,
      328,    14.14,    53.66,     1.54,     6.23,     0.25,     2.66,          1,          0,          0,          0,          0,
      337,     9.67,    51.04,     1.33,     3.82,     0.16,     1.82,          1,          0,          0,          0,          0,
      324,    13.76,    54.01,     1.50,     7.36,     0.23,     2.53,          1,          0,          0,          0,          0,
      335,    12.46,    51.04,     1.46,     5.30,     0.22,     2.40,          1,          0,          0,          0,          0,
      333,    10.17,    53.45,     1.35,     5.22,     0.16,     1.89,          1,          0,          0,          0,          0,
      322,    14.87,    52.48,     1.58,     9.45,     0.27,     2.82,          1,          0,          0,          0,          0,
      332,    10.71,    52.41,     1.37,     5.95,     0.18,     1.97,          1,          0,          0,          0,          0,
      335,    11.15,    52.24,     1.40,     5.72,     0.19,     2.09,          1,          0,          0,          0,          0,
      333,    10.47,    51.65,     1.36,     5.06,     0.17,     1.93,          1,          0,          0,          0,          0,
      327,    14.69,    52.91,     1.56,     9.35,     0.27,     2.74,          1,          0,          0,          0,          0,
      331,    13.14,    52.57,     1.48,     6.44,     0.23,     2.46,          1,          0,          0,          0,          0,
      329,    11.48,    51.98,     1.40,     5.88,     0.19,     2.15,          1,          0,          0,          0,          0,
      333,    11.08,    51.65,     1.39,     5.85,     0.19,     2.09,          1,          0,          0,          0,          0,
      329,    12.78,    53.80,     1.47,     4.08,     0.22,     2.36,          1,          0,          0,          0,          0,
      334,    11.77,    52.99,     1.43,     4.73,     0.20,     2.24,          1,          0,          0,          0,          0,
      332,     9.98,    52.41,     1.34,     4.57,     0.16,     1.82,          1,          0,          0,          0,          0,
      330,    10.85,    53.03,     1.36,     3.21,     0.17,     1.93,          1,          0,          0,          0,          0,
      338,    11.91,    51.48,     1.44,     6.34,     0.21,     2.33,          1,          0,          0,          0,          0,
      328,    11.47,    53.35,     1.39,     4.07,     0.18,     2.02,          1,          0,          0,          0,          0,
      326,    13.33,    55.52,     1.50,     8.02,     0.22,     2.52,          1,          0,          0,          0,          0,
      330,    10.35,    51.82,     1.34,     2.94,     0.16,     1.82,          1,          0,          0,          0,          0,
      329,    12.28,    52.58,     1.44,     8.04,     0.21,     2.28,          1,          0,          0,          0,          0,
      332,    10.33,    52.11,     1.37,     5.55,     0.18,     1.97,          1,          0,          0,          0,          0,
      334,    11.14,    53.59,     1.39,     3.82,     0.18,     2.06,          1,          0,          0,          0,          0,
      330,    11.95,    52.42,     1.45,     4.70,     0.21,     2.28,          1,          0,          0,          0,          0,
      325,    14.29,    53.85,     1.54,     7.71,     0.25,     2.66,          1,          0,          0,          0,          0,
      325,    11.89,    51.69,     1.43,     6.44,     0.21,     2.24,          1,          0,          0,          0,          0,
      328,     9.61,    53.66,     1.32,     2.67,     0.15,     1.70,          1,          0,          0,          0,          0,
      332,     9.54,    52.11,     1.31,     2.51,     0.15,     1.70,          1,          0,          0,          0,          0,
      330,    12.06,    53.33,     1.43,     4.37,     0.20,     2.21,          1,          0,          0,          0,          0,
      325,    13.13,    54.77,     1.47,     5.80,     0.21,     2.38,          1,          0,          0,          0,          0,
      329,    10.58,    51.98,     1.37,     4.78,     0.18,     1.98,          1,          0,          0,          0,          0,
      327,    15.04,    54.43,     1.60,     6.39,     0.27,     2.94,          1,          0,          0,          0,          0,
      336,     9.60,    51.19,     1.34,     3.82,     0.16,     1.83,          1,          0,          0,          0,          0,
      332,    12.69,    53.61,     1.48,     7.40,     0.22,     2.39,          1,          0,          0,          0,          0,
      328,    12.51,    51.83,     1.45,     7.68,     0.22,     2.30,          1,          0,          0,          0,          0,
      330,    14.10,    53.03,     1.55,     5.58,     0.26,     2.73,          1,          0,          0,          0,          0,
      329,    11.65,    51.98,     1.41,     6.05,     0.20,     2.15,          1,          0,          0,          0,          0,
      329,    12.92,    53.80,     1.47,     8.35,     0.22,     2.39,          1,          0,          0,          0,          0,
      323,    16.53,    52.94,     1.69,    11.81,     0.33,     3.25,          1,          0,          0,          0,          0,
      328,    13.20,    52.74,     1.47,     7.53,     0.22,     2.41,          1,          0,          0,          0,          0,
      332,    10.90,    52.41,     1.37,     4.35,     0.17,     1.95,          1,          0,          0,          0,          0,
      328,    11.44,    53.66,     1.39,     4.84,     0.18,     2.06,          1,          0,          0,          0,          0,
      326,    12.69,    53.68,     1.46,     7.29,     0.21,     2.36,          1,          0,          0,          0,          0,
      332,    12.76,    52.71,     1.47,     5.36,     0.22,     2.42,          1,          0,          0,          0,          0,
      326,    10.17,    51.23,     1.35,     3.44,     0.17,     1.86,          1,          0,          0,          0,          0,
      324,    14.56,    54.32,     1.57,     7.38,     0.26,     2.84,          1,          0,          0,          0,          0,
      327,    14.90,    51.99,     1.56,     7.45,     0.27,     2.81,          1,          0,          0,          0,          0,
      325,    13.63,    51.69,     1.51,     5.05,     0.25,     2.61,          1,          0,          0,          0,          0,
      332,    14.75,    54.22,     1.58,     9.46,     0.27,     2.88,          1,          0,          0,          0,          0,
      329,    13.46,    54.71,     1.49,     7.72,     0.22,     2.45,          1,          0,          0,          0,          0,
      332,    12.44,    53.31,     1.43,     5.53,     0.20,     2.24,          1,          0,          0,          0,          0,
      330,    12.45,    53.33,     1.45,     6.18,     0.21,     2.29,          1,          0,          0,          0,          0,
      325,    15.37,    54.46,     1.59,     8.36,     0.27,     2.88,          1,          0,          0,          0,          0,
      330,     9.54,    50.61,     1.32,     6.24,     0.16,     1.70,          1,          0,          0,          0,          0,
      326,    15.07,    52.76,     1.57,     6.59,     0.27,     2.78,          1,          0,          0,          0,          0,
      327,    15.35,    51.07,     1.62,     6.32,     0.30,     3.05,          1,          0,          0,          0,          0,
      323,    13.48,    54.49,     1.49,     6.32,     0.22,     2.45,          1,          0,          0,          0,          0,
      328,    12.08,    53.35,     1.43,     4.82,     0.20,     2.23,          1,          0,          0,          0,          0,
      328,    16.84,    55.18,     1.69,     7.73,     0.31,     3.27,          1,          0,          0,          0,          0,
      332,    12.24,    51.81,     1.42,     2.98,     0.20,     2.19,          1,          0,          0,          0,          0,
      328,    14.50,    52.13,     1.58,     6.86,     0.28,     2.88,          1,          0,          0,          0,          0,
      331,    12.78,    49.85,     1.48,     6.74,     0.24,     2.44,          1,          0,          0,          0,          0,
      329,    15.29,    52.28,     1.61,    10.44,     0.29,     2.99,          1,          0,          0,          0,          0,
      333,    11.69,    54.05,     1.40,     3.17,     0.18,     2.10,          1,          0,          0,          0,          0,
      327,    12.19,    54.13,     1.44,     5.01,     0.20,     2.24,          1,          0,          0,          0,          0,
      334,     9.77,    50.60,     1.34,     4.90,     0.17,     1.81,          1,          0,          0,          0,          0,
      333,     8.62,    51.35,     1.28,     2.62,     0.13,     1.54,          1,          0,          0,          0,          0,
      327,    13.35,    51.99,     1.50,     6.29,     0.24,     2.53,          1,          0,          0,          0,          0,
      339,    10.46,    51.62,     1.37,     3.15,     0.18,     1.96,          1,          0,          0,          0,          0,
      327,    16.26,    54.13,     1.65,    11.92,     0.30,     3.11,          1,          0,          0,          0,          0,
      337,    11.46,    52.52,     1.40,     4.71,     0.19,     2.14,          1,          0,          0,          0,          0,
      331,    11.21,    52.87,     1.40,     4.27,     0.19,     2.08,          1,          0,          0,          0,          0,
      325,    14.15,    52.92,     1.54,     9.25,     0.25,     2.66,          1,          0,          0,          0,          0,
      342,     9.26,    50.00,     1.32,     4.36,     0.16,     1.75,          1,          0,          0,          0,          0,
      329,    12.43,    54.71,     1.44,     4.37,     0.20,     2.25,          1,          0,          0,          0,          0,
      332,    13.47,    53.01,     1.49,     5.82,     0.23,     2.51,          1,          0,          0,          0,          0,
      326,    15.27,    53.99,     1.57,     6.51,     0.26,     2.82,          1,          0,          0,          0,          0,
      329,    11.22,    50.76,     1.40,     3.92,     0.20,     2.11,          1,          0,          0,          0,          0,
      328,    15.03,    51.22,     1.59,     8.99,     0.29,     2.88,          1,          0,          0,          0,          0,
      333,    11.13,    51.05,     1.40,     6.27,     0.19,     2.10,          1,          0,          0,          0,          0,
      334,    10.45,    50.60,     1.37,     4.52,     0.18,     1.98,          1,          0,          0,          0,          0,
      333,    10.06,    52.85,     1.34,     3.88,     0.16,     1.87,          1,          0,          0,          0,          0,
      326,    14.15,    53.07,     1.55,     8.99,     0.26,     2.70,          1,          0,          0,          0,          0,
      323,    14.56,    53.87,     1.54,     7.71,     0.25,     2.67,          1,          0,          0,          0,          0,
      336,    13.15,    51.79,     1.50,     7.63,     0.24,     2.56,          1,          0,          0,          0,          0,
      339,     7.53,    51.03,     1.24,     2.21,     0.12,     1.32,          1,          0,          0,          0,          0,
      331,    13.58,    54.08,     1.51,     3.61,     0.23,     2.53,          1,          0,          0,          0,          0,
      324,    13.46,    54.01,     1.50,     6.10,     0.23,     2.51,          1,          0,          0,          0,          0,
      328,    12.28,    53.66,     1.46,     6.32,     0.21,     2.31,          1,          0,          0,          0,          0,
      331,    10.14,    51.06,     1.35,     3.34,     0.17,     1.91,          1,          0,          0,          0,          0,
      329,    13.63,    51.67,     1.52,     7.40,     0.25,     2.59,          1,          0,          0,          0,          0,
      335,    10.61,    51.04,     1.38,     4.24,     0.19,     2.03,          1,          0,          0,          0,          0,
      338,    10.82,    52.37,     1.38,     5.54,     0.18,     2.07,          1,          0,          0,          0,          0,
      321,    15.25,    54.21,     1.61,     7.60,     0.28,     2.90,          1,          0,          0,          0,          0,
      330,     9.98,    52.12,     1.34,     2.82,     0.16,     1.81,          1,          0,          0,          0,          0,
      329,    11.59,    51.06,     1.41,     4.62,     0.20,     2.15,          1,          0,          0,          0,          0,
      324,    14.39,    52.78,     1.54,     8.62,     0.26,     2.68,          1,          0,          0,          0,          0,
      330,    14.59,    53.94,     1.56,     8.18,     0.26,     2.75,          1,          0,          0,          0,          0,
      333,    10.33,    52.25,     1.35,     4.04,     0.17,     1.88,          1,          0,          0,          0,          0,
      326,    12.03,    53.68,     1.42,     7.44,     0.20,     2.21,          1,          0,          0,          0,          0,
      334,    10.57,    51.80,     1.36,     3.79,     0.17,     1.93,          1,          0,          0,          0,          0,
      329,    13.17,    51.98,     1.51,     6.23,     0.24,     2.59,          1,          0,          0,          0,          0,
      331,    11.96,    52.87,     1.42,     5.32,     0.20,     2.22,          1,          0,          0,          0,          0,
      329,    13.76,    52.28,     1.51,     7.85,     0.24,     2.60,          1,          0,          0,          0,          0,
      333,    11.98,    51.95,     1.43,     6.08,     0.21,     2.29,          1,          0,          0,          0,          0,
      332,    11.32,    53.61,     1.39,     5.05,     0.18,     2.06,          1,          0,          0,          0,          0,
      328,    13.37,    52.74,     1.50,     7.56,     0.24,     2.55,          1,          0,          0,          0,          0,
      331,    10.20,    51.06,     1.34,     3.43,     0.17,     1.83,          1,          0,          0,          0,          0,
      333,     8.46,    51.05,     1.27,     2.32,     0.13,     1.51,          1,          0,          0,          0,          0,
      328,    13.86,    52.74,     1.51,     7.94,     0.24,     2.58,          1,          0,          0,          0,          0,
      327,    12.31,    51.68,     1.45,     3.83,     0.22,     2.28,          1,          0,          0,          0,          0,
      329,    12.06,    52.58,     1.41,     5.29,     0.20,     2.17,          1,          0,          0,          0,          0,
      335,    11.61,    52.24,     1.42,     6.00,     0.20,     2.20,          1,          0,          0,          0,          0,
      333,    12.96,    53.45,     1.48,     4.44,     0.22,     2.42,          1,          0,          0,          0,          0,
      324,    13.19,    53.09,     1.47,     5.66,     0.22,     2.41,          1,          0,          0,          0,          0,
      328,    12.03,    53.96,     1.42,     3.07,     0.19,     2.16,          1,          0,          0,          0,          0,
      334,    13.11,    53.29,     1.49,     6.57,     0.23,     2.51,          1,          0,          0,          0,          0,
      333,    10.99,    53.15,     1.39,     5.90,     0.18,     2.06,          1,          0,          0,          0,          0,
      332,    13.76,    52.11,     1.54,     9.61,     0.26,     2.74,          1,          0,          0,          0,          0,
      332,    11.60,    52.71,     1.40,     4.16,     0.19,     2.08,          1,          0,          0,          0,          0,
      322,    16.26,    54.35,     1.66,    11.00,     0.30,     3.09,          1,          0,          0,          0,          0,
      326,    13.22,    53.99,     1.50,     7.52,     0.23,     2.55,          1,          0,          0,          0,          0,
      327,    14.71,    55.05,     1.57,     7.74,     0.26,     2.82,          1,          0,          0,          0,          0,
      333,    11.98,    52.25,     1.44,     7.05,     0.21,     2.29,          1,          0,          0,          0,          0,
      333,    11.62,    53.15,     1.42,     3.85,     0.20,     2.21,          1,          0,          0,          0,          0,
      331,    11.51,    51.66,     1.41,     4.07,     0.20,     2.14,          1,          0,          0,          0,          0,
      334,     9.57,    50.30,     1.33,     3.56,     0.16,     1.74,          1,          0,          0,          0,          0,
      319,    13.86,    54.23,     1.51,     7.41,     0.23,     2.53,          1,          0,          0,          0,          0,
      327,    12.77,    52.91,     1.48,     5.82,     0.22,     2.44,          1,          0,          0,          0,          0,
      330,    11.01,    52.12,     1.38,     4.94,     0.18,     2.05,          1,          0,          0,          0,          0,
      337,    10.79,    52.52,     1.38,     5.72,     0.18,     2.06,          1,          0,          0,          0,          0,
      330,    11.33,    53.03,     1.39,     7.58,     0.18,     2.09,          1,          0,          0,          0,          0,
      327,    15.58,    53.52,     1.59,     8.44,     0.27,     2.87,          1,          0,          0,          0,          0,
      332,    13.31,    53.01,     1.49,     5.78,     0.23,     2.51,          1,          0,          0,          0,          0,
      339,    10.91,    52.21,     1.38,     6.21,     0.18,     2.06,          1,          0,          0,          0,          0,
      335,    11.94,    52.84,     1.43,     5.92,     0.20,     2.26,          1,          0,          0,          0,          0,
      335,    10.53,    50.15,     1.36,     4.66,     0.18,     1.98,          1,          0,          0,          0,          0,
      334,    13.17,    50.90,     1.49,     7.81,     0.24,     2.50,          1,          0,          0,          0,          0,
      339,     8.39,    52.21,     1.27,     2.55,     0.13,     1.48,          1,          0,          0,          0,          0,
      328,    13.91,    52.74,     1.53,     5.55,     0.25,     2.64,          1,          0,          0,          0,          0,
      332,    10.26,    50.00,     1.36,     5.82,     0.18,     1.95,          1,          0,          0,          0,          0,
      331,    13.45,    53.17,     1.49,     7.52,     0.23,     2.51,          1,          0,          0,          0,          0,
      331,    11.16,    53.47,     1.39,     3.23,     0.18,     2.01,          1,          0,          0,          0,          0,
      329,    12.91,    51.98,     1.45,     6.28,     0.22,     2.32,          1,          0,          0,          0,          0,
      327,    12.43,    53.21,     1.43,     5.81,     0.20,     2.25,          1,          0,          0,          0,          0,
      336,    12.37,    54.17,     1.44,     7.45,     0.20,     2.30,          1,          0,          0,          0,          0,
      330,    13.25,    53.94,     1.50,     8.83,     0.23,     2.54,          1,          0,          0,          0,          0,
      329,    10.07,    51.67,     1.33,     5.78,     0.16,     1.79,          1,          0,          0,          0,          0,
      330,    11.64,    53.94,     1.42,     5.89,     0.20,     2.23,          1,          0,          0,          0,          0,
      330,    13.85,    53.33,     1.53,     8.76,     0.25,     2.66,          1,          0,          0,          0,          0,
      327,    13.92,    52.29,     1.52,     7.05,     0.25,     2.64,          1,          0,          0,          0,          0,
      333,    12.53,    52.25,     1.43,     6.16,     0.21,     2.31,          1,          0,          0,          0,          0,
      331,    14.31,    51.96,     1.54,     7.66,     0.26,     2.72,          1,          0,          0,          0,          0,
      328,    11.05,    53.05,     1.38,     4.98,     0.18,     2.01,          1,          0,          0,          0,          0,
      329,    12.64,    52.58,     1.46,     6.29,     0.22,     2.42,          1,          0,          0,          0,          0,
      328,    11.96,    53.35,     1.41,     3.60,     0.19,     2.14,          1,          0,          0,          0,          0,
      331,    11.58,    52.27,     1.41,     5.45,     0.20,     2.18,          1,          0,          0,          0,          0,
      321,    15.68,    52.34,     1.63,    10.75,     0.30,     3.00,          1,          0,          0,          0,          0,
      329,    11.85,    51.98,     1.43,     5.91,     0.20,     2.23,          1,          0,          0,          0,          0,
      340,    10.81,    52.06,     1.38,     5.94,     0.18,     2.02,          1,          0,          0,          0,          0,
      331,    10.25,    51.96,     1.36,     5.24,     0.17,     1.92,          1,          0,          0,          0,          0,
      333,    10.95,    52.55,     1.38,     3.83,     0.18,     2.04,          1,          0,          0,          0,          0,
      332,    11.38,    51.81,     1.40,     5.84,     0.19,     2.14,          1,          0,          0,          0,          0,
      325,    11.92,    51.38,     1.41,     8.04,     0.20,     2.16,          1,          0,          0,          0,          0,
      329,    14.41,    52.89,     1.54,     8.33,     0.26,     2.77,          1,          0,          0,          0,          0,
      336,    10.18,    52.68,     1.35,     3.06,     0.16,     1.85,          1,          0,          0,          0,          0,
      330,    11.25,    53.03,     1.40,     3.84,     0.19,     2.11,          1,          0,          0,          0,          0,
      325,    15.43,    54.77,     1.58,     7.49,     0.26,     2.89,          1,          0,          0,          0,          0,
      328,    13.79,    52.74,     1.51,     7.38,     0.24,     2.58,          1,          0,          0,          0,          0,
      330,    12.69,    52.73,     1.45,     6.19,     0.21,     2.33,          1,          0,          0,          0,          0,
      329,    12.54,    52.58,     1.49,     8.11,     0.23,     2.50,          1,          0,          0,          0,          0,
      330,    12.50,    53.64,     1.45,     7.03,     0.21,     2.36,          1,          0,          0,          0,          0,
      329,    12.32,    52.58,     1.46,     7.64,     0.22,     2.37,          1,          0,          0,          0,          0,
      333,     8.28,    53.15,     1.26,     2.70,     0.12,     1.47,          1,          0,          0,          0,          0,
      335,    12.60,    53.43,     1.46,     8.78,     0.22,     2.44,          1,          0,          0,          0,          0,
      330,    12.06,    52.42,     1.44,     5.84,     0.21,     2.28,          1,          0,          0,          0,          0,
      332,    10.94,    50.90,     1.39,     5.83,     0.19,     2.03,          1,          0,          0,          0,          0,
      327,    10.84,    52.60,     1.37,     4.17,     0.18,     1.93,          1,          0,          0,          0,          0,
      320,    14.50,    52.81,     1.56,     8.28,     0.27,     2.73,          1,          0,          0,          0,          0,
      330,    11.43,    52.12,     1.40,     6.45,     0.19,     2.13,          1,          0,          0,          0,          0,
      333,    10.63,    53.75,     1.36,     3.14,     0.17,     1.94,          1,          0,          0,          0,          0,
      331,    11.90,    51.66,     1.42,     5.22,     0.20,     2.22,          1,          0,          0,          0,          0,
      331,    11.86,    53.17,     1.42,     6.74,     0.20,     2.20,          1,          0,          0,          0,          0,
      326,    14.28,    53.07,     1.54,     9.63,     0.25,     2.69,          1,          0,          0,          0,          0,
      331,    12.59,    52.57,     1.46,     6.48,     0.22,     2.35,          1,          0,          0,          0,          0,
      336,     8.75,    51.49,     1.29,     4.75,     0.14,     1.61,          1,          0,          0,          0,          0,
      329,    12.20,    52.89,     1.43,     3.86,     0.20,     2.21,          1,          0,          0,          0,          0,
      334,    11.93,    52.69,     1.43,     5.93,     0.20,     2.25,          1,          0,          0,          0,          0,
      326,    11.80,    52.15,     1.41,     4.62,     0.20,     2.13,          1,          0,          0,          0,          0,
      322,    13.48,    53.73,     1.49,     4.04,     0.23,     2.48,          1,          0,          0,          0,          0,
      327,    11.39,    51.68,     1.40,     6.94,     0.19,     2.10,          1,          0,          0,          0,          0,
      337,    10.06,    53.71,     1.33,     3.11,     0.15,     1.78,          1,          0,          0,          0,          0,
      323,    15.96,    55.11,     1.62,     5.84,     0.28,     3.00,          1,          0,          0,          0,          0,
      338,    10.03,    52.37,     1.34,     4.76,     0.16,     1.88,          1,          0,          0,          0,          0,
      328,    13.99,    51.52,     1.54,     6.19,     0.26,     2.70,          1,          0,          0,          0,          0,
      327,    14.73,    52.91,     1.56,     7.29,     0.26,     2.75,          1,          0,          0,          0,          0,
      330,    14.16,    52.73,     1.54,     9.18,     0.25,     2.70,          1,          0,          0,          0,          0,
      333,    12.27,    52.25,     1.45,     6.18,     0.21,     2.32,          1,          0,          0,          0,          0,
      333,    12.59,    52.85,     1.45,     6.05,     0.21,     2.34,          1,          0,          0,          0,          0,
      326,    15.58,    53.99,     1.60,    10.14,     0.27,     2.96,          1,          0,          0,          0,          0,
      322,    14.60,    53.73,     1.54,     6.10,     0.25,     2.65,          1,          0,          0,          0,          0,
      332,    11.95,    52.11,     1.43,     4.44,     0.21,     2.30,          1,          0,          0,          0,          0,
