# TimeStamp   : 2020-07-07 14:28:40
# Strategy    : NG1
# Symbol      : GC
# TimeFrame   : M10
# Date Range  : 2015-01-02 --> 2015-01-30
#
#<Strategies/NG1.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# -->
# <Inputs>
#     <Input>
#       <Name>MyStop</Name>
#       <Value>10</Value>
#     </Input>
#     <OptRange>
#         <Name>fractN</Name>
#         <Start>1</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#       <Name>epsilon</Name>
#       <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/NG1.xml>
#
# ------------------- >>> Transaction List <<< ------------------- #
# Trade   Side  Qty      TimeStamp       Price    NetPL/Cumulative
      1  SHORT   1   2015-01-12 11:50   1366.1     -30.00
                     2015-01-12 12:00   1366.4              -30.00
      2   LONG   1   2015-01-13 09:40   1387.0     -90.00
                     2015-01-13 09:50   1386.1             -120.00
      3  SHORT   1   2015-01-14 09:40   1372.6     -50.00
                     2015-01-14 09:50   1373.1             -170.00
      4  SHORT   1   2015-01-15 09:40   1373.5       0.00
                     2015-01-15 09:50   1373.5             -170.00
      5   LONG   1   2015-01-16 14:30   1413.8    -230.00
                     2015-01-16 14:40   1411.5             -400.00
      6   LONG   1   2015-01-20 09:40   1425.8    1020.00
                     2015-01-20 17:00   1436.0              620.00
      7   LONG   1   2015-01-21 09:40   1447.4     -70.00
                     2015-01-21 09:50   1446.7              550.00
      8  SHORT   1   2015-01-22 09:40   1430.6     -50.00
                     2015-01-22 09:50   1431.1              500.00
      9  SHORT   1   2015-01-23 09:50   1439.9     -50.00
                     2015-01-23 10:00   1440.4              450.00
     10  SHORT   1   2015-01-26 09:50   1432.5      50.00
                     2015-01-26 14:30   1432.0              500.00
     11   LONG   1   2015-01-27 10:50   1428.1     -10.00
                     2015-01-27 11:00   1428.0              490.00
     12  SHORT   1   2015-01-28 15:00   1431.0     -70.00
                     2015-01-28 15:10   1431.7              420.00
     13  SHORT   1   2015-01-29 09:50   1423.8     -90.00
                     2015-01-29 10:00   1424.7              330.00
     14   LONG   1   2015-01-30 10:00   1408.0     110.00
                     2015-01-30 10:10   1409.1              440.00
