# TimeStamp   : 2020-06-17 15:12:36
# Strategy    : MasterCode
# Symbol      : BO
# TimeFrame   : M15
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..7:1 -->
#         <Start>1</Start>
#         <Stop>7</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..3:1 -->
#         <Start>1</Start>
#         <Stop>3</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,  AvgTicks,   WinPerc, PftFactor,    NP/MDD, Expectancy,   Z-score, BOMR_switch, Side_switch,    MyStop, POI_switch, Distance_switch, DOW_switch, Intraday_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
      162,      8.17,     52.47,      1.41,      2.17,      0.20,      1.12,           1,           2,           0,           6,           1,           4,           0,           0,          12,           0,           1,           0, 
      183,      7.48,     50.82,      1.36,      2.23,      0.18,      1.12,           1,           2,           0,           6,           3,           0,           0,           0,          48,           0,           0,           0, 
      114,     10.13,     45.61,      1.45,      2.22,      0.24,      1.12,           1,           2,           0,           6,           1,           1,           0,           0,           6,           0,           2,           0, 
       65,     14.45,     53.85,      1.63,      1.91,      0.29,      1.12,           1,           2,           0,           6,           1,           0,           3,           0,          31,           0,           1,           0, 
       92,     12.37,     55.43,      1.56,      1.97,      0.25,      1.11,           1,           2,           0,           3,           2,           1,           0,           0,          25,           0,           2,           0, 
       52,     22.04,     61.54,      1.87,      2.54,      0.34,      1.11,           1,           2,           0,           6,           1,           0,           0,           0,          21,           0,           2,           0, 
       50,     21.12,     48.00,      1.74,      2.21,      0.39,      1.11,           1,           2,           0,           4,           2,           0,           0,           0,          27,           0,           4,           0, 
       44,     23.80,     63.64,      1.86,      2.32,      0.31,      1.11,           1,           2,           0,           6,           1,           1,           0,           0,          21,           0,           2,           0, 
       96,     11.78,     45.83,      1.55,      2.59,      0.30,      1.11,           1,           2,           0,           6,           3,           1,           0,           0,           7,           0,           0,           0, 
       46,     19.63,     41.30,      1.85,      3.22,      0.50,      1.11,           1,           2,           0,           6,           1,           0,           0,           0,          38,           0,           1,           0, 
       88,     12.92,     55.68,      1.55,      1.72,      0.25,      1.11,           1,           2,           0,           3,           3,           0,           0,           0,           2,           0,           0,           0, 
       59,     17.27,     57.63,      1.68,      1.47,      0.29,      1.10,           1,           2,           0,           3,           3,           0,           6,           0,          11,           0,           0,           0, 
       70,     15.39,     52.86,      1.64,      1.78,      0.30,      1.10,           1,           2,           0,           6,           1,           4,           0,           0,           5,           0,           1,           0, 
      100,     10.87,     53.00,      1.53,      1.67,      0.25,      1.10,           1,           2,           0,           6,           3,           0,           0,           0,           4,           0,           0,           0, 
       75,     12.93,     50.67,      1.57,      2.16,      0.28,      1.10,           1,           2,           0,           5,           2,           0,           0,           0,          13,           0,           4,           0, 
       82,     15.95,     54.88,      1.69,      2.11,      0.31,      1.10,           1,           2,           0,           6,           1,           1,           0,           0,          45,           0,           2,           0, 
       73,     14.44,     45.21,      1.64,      1.75,      0.35,      1.10,           1,           2,           0,           3,           3,           0,           0,           0,          36,           0,           0,           0, 
       56,     15.70,     51.79,      1.70,      1.83,      0.34,      1.09,           1,           2,           0,           6,           1,           4,           3,           0,          31,           0,           1,           0, 
       60,     20.07,     53.33,      1.69,      2.02,      0.32,      1.08,           1,           2,           0,           6,           1,           4,           0,           0,          14,           0,           1,           0, 
       93,     11.85,     52.69,      1.48,      1.86,      0.23,      1.08,           1,           2,           0,           3,           3,           0,           6,           0,          12,           0,           0,           0, 
       40,     21.95,     52.50,      1.77,      1.35,      0.37,      1.08,           1,           2,           0,           4,           2,           0,           0,           0,          29,           0,           4,           0, 
       78,     13.96,     47.44,      1.63,      2.01,      0.33,      1.08,           1,           2,           0,           3,           3,           1,           0,           0,          26,           0,           0,           0, 
       75,     14.75,     64.00,      1.54,      1.85,      0.19,      1.08,           1,           2,           0,           3,           2,           1,           0,           0,           5,           0,           1,           0, 
       62,     15.44,     51.61,      1.59,      1.42,      0.28,      1.08,           1,           2,           0,           6,           3,           0,           0,           0,          29,           0,           0,           0, 
       99,     11.69,     53.54,      1.49,      1.85,      0.23,      1.08,           1,           2,           0,           6,           1,           4,           0,           0,          42,           0,           1,           0, 
      125,      8.78,     46.40,      1.39,      2.03,      0.21,      1.08,           1,           2,           0,           5,           2,           0,           0,           0,          48,           0,           4,           0, 
      139,      7.94,     53.24,      1.39,      2.87,      0.18,      1.08,           1,           2,           0,           3,           2,           0,           0,           0,           3,           0,           1,           0, 
       33,     32.15,     60.61,      1.99,      1.72,      0.39,      1.07,           1,           2,           0,           3,           3,           0,           6,           0,           5,           0,           0,           0, 
       46,     20.00,     54.35,      1.84,      1.51,      0.38,      1.07,           1,           2,           0,           6,           1,           4,           0,           0,          10,           0,           1,           0, 
      114,      9.40,     48.25,      1.41,      1.95,      0.21,      1.07,           1,           2,           0,           5,           2,           0,           0,           0,          22,           0,           4,           0, 
      121,      8.54,     50.41,      1.48,      2.13,      0.24,      1.07,           1,           2,           0,           3,           2,           0,           0,           0,           3,           0,           2,           0, 
       39,     27.18,     53.85,      1.80,      1.86,      0.37,      1.07,           1,           2,           0,           6,           3,           0,           3,           0,          21,           0,           0,           0, 
       80,     13.89,     58.75,      1.53,      1.76,      0.22,      1.07,           1,           2,           0,           3,           3,           0,           0,           0,          42,           0,           0,           0, 
       37,     27.92,     62.16,      1.99,      1.67,      0.38,      1.06,           1,           2,           0,           3,           3,           0,           6,           0,           4,           0,           0,           0, 
      110,     10.75,     51.82,      1.47,      1.87,      0.23,      1.06,           1,           2,           0,           3,           3,           0,           0,           0,          21,           0,           0,           0, 
      109,      9.98,     52.29,      1.47,      1.94,      0.22,      1.06,           1,           2,           0,           6,           1,           3,           0,           0,           3,           0,           1,           0, 
       64,     17.19,     54.69,      1.66,      1.36,      0.30,      1.05,           1,           2,           0,           6,           1,           3,           3,           0,           2,           0,           1,           0, 
       75,     14.85,     53.33,      1.57,      1.99,      0.26,      1.05,           1,           2,           0,           4,           2,           0,           0,           0,          25,           0,           4,           0, 
       58,     16.14,     51.72,      1.58,      1.37,      0.28,      1.05,           1,           2,           0,           6,           3,           1,           0,           0,          29,           0,           0,           0, 
       73,     12.33,     52.05,      1.51,      1.87,      0.25,      1.05,           1,           2,           0,           6,           1,           0,           6,           0,          31,           0,           1,           0, 
       82,     13.22,     52.44,      1.52,      1.72,      0.25,      1.05,           1,           2,           0,           3,           2,           1,           0,           0,          42,           0,           2,           0, 
      104,     10.83,     52.88,      1.49,      1.90,      0.23,      1.05,           1,           2,           0,           6,           1,           1,           0,           0,          44,           0,           1,           0, 
       72,     14.24,     54.17,      1.57,      2.02,      0.26,      1.05,           1,           2,           0,           4,           2,           3,           0,           0,          11,           0,           4,           0, 
       97,     10.79,     48.45,      1.46,      1.44,      0.24,      1.05,           1,           2,           0,           4,           2,           0,           0,           0,          23,           0,           4,           0, 
       41,     20.59,     41.46,      1.84,      3.23,      0.49,      1.05,           1,           2,           0,           6,           1,           1,           0,           0,          38,           0,           1,           0, 
      200,      6.73,     51.50,      1.32,      1.98,      0.16,      1.05,           1,           2,           0,           3,           3,           0,           0,           0,          39,           0,           0,           0, 
      141,      9.11,     53.19,      1.40,      1.79,      0.19,      1.05,           1,           2,           0,           6,           3,           0,           0,           0,          23,           0,           0,           0, 
       59,     18.27,     47.46,      1.66,      1.80,      0.35,      1.04,           1,           2,           0,           6,           1,           3,           0,           0,          14,           0,           1,           0, 
      168,      7.18,     51.19,      1.36,      1.91,      0.17,      1.04,           1,           2,           0,           6,           1,           0,           0,           0,          40,           0,           1,           0, 
      117,      9.94,     52.99,      1.44,      1.75,      0.21,      1.04,           1,           2,           0,           3,           2,           0,           0,           0,          23,           0,           2,           0, 
       80,     13.24,     62.50,      1.50,      1.77,      0.19,      1.03,           1,           2,           0,           3,           2,           0,           0,           0,           5,           0,           1,           0, 
      204,      6.44,     50.00,      1.32,      1.88,      0.16,      1.03,           1,           2,           0,           3,           3,           0,           0,           0,          12,           0,           0,           0, 
       90,     11.77,     51.11,      1.54,      1.79,      0.26,      1.03,           1,           2,           0,           3,           3,           1,           0,           0,          25,           0,           0,           0, 
       73,     13.40,     52.05,      1.64,      1.37,      0.31,      1.03,           1,           2,           0,           6,           1,           1,           0,           0,           4,           0,           2,           0, 
       75,     15.68,     48.00,      1.59,      2.13,      0.30,      1.03,           1,           2,           0,           4,           2,           0,           0,           0,          26,           0,           4,           0, 
       45,     19.73,     57.78,      1.72,      1.56,      0.30,      1.03,           1,           2,           0,           6,           2,           0,           3,           0,          31,           0,           3,           0, 
       43,     19.56,     41.86,      1.81,      3.27,      0.47,      1.02,           1,           2,           0,           6,           1,           3,           0,           0,          38,           0,           1,           0, 
      129,      8.24,     47.29,      1.38,      1.59,      0.20,      1.02,           1,           2,           0,           4,           2,           0,           0,           0,          12,           0,           4,           0, 
      127,      9.16,     52.76,      1.40,      1.81,      0.19,      1.02,           1,           2,           0,           3,           2,           0,           0,           0,          45,           0,           1,           0, 
       65,     17.46,     55.38,      1.63,      2.18,      0.28,      1.02,           1,           2,           0,           6,           3,           0,           0,           0,          17,           0,           0,           0, 
       46,     14.50,     47.83,      1.73,      2.45,      0.38,      1.02,           1,           2,           0,           6,           1,           0,           0,           0,          37,           0,           2,           0, 
      161,      6.79,     49.69,      1.34,      2.05,      0.17,      1.02,           1,           2,           0,           3,           2,           1,           0,           0,          40,           0,           2,           0, 
      173,      7.31,     52.02,      1.34,      1.94,      0.16,      1.02,           1,           2,           0,           6,           3,           0,           0,           0,          39,           0,           0,           0, 
       58,     15.76,     55.17,      1.60,      1.89,      0.27,      1.02,           1,           2,           0,           3,           3,           1,           0,           0,          24,           0,           0,           0, 
      128,      9.04,     52.34,      1.40,      1.80,      0.19,      1.02,           1,           2,           0,           3,           2,           0,           0,           0,          44,           0,           1,           0, 
      113,      9.21,     47.79,      1.44,      1.86,      0.23,      1.01,           1,           2,           0,           6,           3,           1,           0,           0,           3,           0,           0,           0, 
      141,      7.36,     49.65,      1.34,      2.28,      0.17,      1.01,           1,           2,           0,           4,           2,           0,           0,           0,          22,           0,           4,           0, 
       72,     14.94,     56.94,      1.56,      1.72,      0.24,      1.01,           1,           2,           0,           3,           3,           0,           6,           0,          31,           0,           0,           0, 
      124,      8.15,     53.23,      1.40,      1.26,      0.19,      1.01,           1,           2,           0,           3,           2,           1,           0,           0,          13,           0,           2,           0, 
       68,     14.21,     57.35,      1.56,      1.55,      0.24,      1.01,           1,           2,           0,           3,           2,           0,           0,           0,           5,           0,           2,           0, 
      108,      9.42,     54.63,      1.42,      1.98,      0.19,      1.01,           1,           2,           0,           3,           3,           0,           0,           0,          13,           0,           0,           0, 
      123,      8.62,     53.66,      1.40,      1.47,      0.18,      1.00,           1,           2,           0,           6,           1,           1,           0,           0,          11,           0,           1,           0, 
      113,      8.28,     55.75,      1.40,      2.03,      0.18,      1.00,           1,           2,           0,           3,           3,           0,           0,           0,          31,           0,           0,           0, 
      116,      8.88,     49.14,      1.44,      1.84,      0.22,      1.00,           1,           2,           0,           6,           3,           0,           0,           0,           3,           0,           0,           0, 
      153,      7.54,     52.94,      1.37,      1.67,      0.17,      1.00,           1,           2,           0,           6,           1,           4,           0,           0,          40,           0,           1,           0, 
       72,     12.97,     54.17,      1.49,      1.64,      0.22,      1.00,           1,           2,           0,           3,           2,           0,           0,           0,          24,           0,           1,           0, 
      114,      9.88,     54.39,      1.42,      1.71,      0.19,      1.00,           1,           2,           0,           3,           3,           0,           0,           0,          23,           0,           0,           0, 
       31,     32.23,     54.84,      1.92,      1.59,      0.42,      1.00,           1,           2,           0,           3,           3,           0,           3,           0,           5,           0,           0,           0, 
       80,     12.45,     51.25,      1.56,      1.89,      0.27,      1.00,           1,           2,           0,           3,           2,           1,           0,           0,          26,           0,           2,           0, 
       61,     14.74,     55.74,      1.58,      1.79,      0.26,      1.00,           1,           2,           0,           3,           3,           0,           0,           0,          24,           0,           0,           0, 
       85,     11.73,     56.47,      1.51,      1.61,      0.22,      1.00,           1,           2,           0,           6,           1,           1,           0,           0,          44,           0,           2,           0, 
      134,      7.51,     53.73,      1.37,      1.21,      0.17,      0.99,           1,           2,           0,           3,           2,           0,           0,           0,          13,           0,           2,           0, 
       36,     23.75,     55.56,      1.83,      2.13,      0.37,      0.99,           1,           2,           0,           5,           2,           0,           0,           0,           4,           0,           4,           0, 
       31,     27.45,     58.06,      2.05,      1.87,      0.44,      0.99,           1,           2,           0,           6,           3,           0,           6,           0,           7,           0,           0,           0, 
       37,     21.38,     45.95,      1.77,      2.97,      0.42,      0.99,           1,           2,           0,           6,           1,           0,           0,           0,          38,           0,           2,           0, 
       37,     19.46,     43.24,      1.83,      2.03,      0.47,      0.98,           1,           2,           0,           5,           2,           4,           0,           0,          27,           0,           4,           0, 
      122,      8.39,     54.10,      1.40,      1.25,      0.18,      0.98,           1,           2,           0,           6,           1,           4,           0,           0,          11,           0,           1,           0, 
      153,      7.70,     49.67,      1.36,      1.85,      0.18,      0.97,           1,           2,           0,           6,           1,           0,           0,           0,          12,           0,           2,           0, 
      143,      8.03,     48.95,      1.36,      1.92,      0.18,      0.97,           1,           2,           0,           3,           3,           0,           0,           0,           1,           0,           0,           0, 
      129,      8.74,     49.61,      1.37,      1.49,      0.19,      0.97,           1,           2,           0,           3,           2,           0,           0,           0,          21,           0,           1,           0, 
       81,     12.89,     48.15,      1.51,      1.78,      0.26,      0.97,           1,           2,           0,           5,           2,           0,           0,           0,          31,           0,           4,           0, 
       50,     20.60,     56.00,      1.76,      1.87,      0.33,      0.96,           1,           2,           0,           6,           1,           0,           3,           0,           4,           0,           1,           0, 
      109,      9.61,     49.54,      1.42,      1.96,      0.21,      0.96,           1,           2,           0,           6,           1,           0,           0,           0,           1,           0,           2,           0, 
       60,     14.55,     48.33,      1.55,      1.67,      0.29,      0.96,           1,           2,           0,           3,           2,           0,           0,           0,          24,           0,           2,           0, 
       97,     10.02,     54.64,      1.41,      2.00,      0.19,      0.95,           1,           2,           0,           3,           2,           1,           0,           0,           4,           0,           1,           0, 
      116,      8.41,     47.41,      1.35,      1.40,      0.19,      0.95,           1,           2,           0,           5,           2,           0,           0,           0,          39,           0,           4,           0, 
       66,     14.18,     56.06,      1.53,      1.04,      0.23,      0.95,           1,           2,           0,           3,           3,           0,           6,           0,          23,           0,           0,           0, 
       63,     15.49,     49.21,      1.56,      1.95,      0.28,      0.95,           1,           2,           0,           6,           1,           1,           0,           0,          14,           0,           1,           0, 
      117,      9.63,     52.14,      1.41,      1.67,      0.20,      0.94,           1,           2,           0,           6,           1,           0,           0,           0,          23,           0,           2,           0, 
      123,      7.55,     52.85,      1.36,      1.97,      0.17,      0.94,           1,           2,           0,           3,           2,           0,           0,           0,          31,           0,           2,           0, 
      104,      8.35,     53.85,      1.39,      1.89,      0.18,      0.94,           1,           2,           0,           3,           3,           1,           0,           0,          31,           0,           0,           0, 
       78,     11.03,     50.00,      1.46,      1.59,      0.23,      0.94,           1,           2,           0,           5,           2,           0,           0,           0,           3,           0,           4,           0, 
       57,     14.86,     49.12,      1.56,      1.62,      0.28,      0.94,           1,           2,           0,           3,           2,           1,           0,           0,          24,           0,           2,           0, 
       74,     14.50,     55.41,      1.59,      1.75,      0.26,      0.93,           1,           2,           0,           3,           2,           0,           0,           0,          35,           0,           1,           0, 
       99,     10.07,     51.52,      1.44,      1.68,      0.21,      0.93,           1,           2,           0,           6,           1,           1,           0,           0,          45,           0,           1,           0, 
       34,     21.76,     44.12,      1.74,      2.78,      0.41,      0.93,           1,           2,           0,           6,           1,           1,           0,           0,          38,           0,           2,           0, 
       44,     13.23,     43.18,      1.56,      1.96,      0.32,      0.92,           1,           2,           0,           4,           2,           3,           0,           0,          10,           0,           4,           0, 
       56,     16.79,     53.57,      1.58,      1.47,      0.27,      0.92,           1,           2,           0,           6,           1,           0,           0,           0,          14,           0,           2,           0, 
       66,     12.65,     54.55,      1.46,      1.38,      0.21,      0.92,           1,           2,           0,           3,           2,           1,           0,           0,          24,           0,           1,           0, 
       81,     10.83,     53.09,      1.52,      1.34,      0.24,      0.91,           1,           2,           0,           6,           1,           0,           0,           0,           4,           0,           2,           0, 
       43,     13.84,     44.19,      1.64,      2.07,      0.36,      0.91,           1,           2,           0,           6,           1,           1,           0,           0,          37,           0,           2,           0, 
       99,      9.28,     54.55,      1.40,      1.62,      0.18,      0.91,           1,           2,           0,           3,           3,           1,           0,           0,          13,           0,           0,           0, 
      115,      7.91,     52.17,      1.39,      1.62,      0.18,      0.91,           1,           2,           0,           3,           3,           1,           0,           0,           3,           0,           0,           0, 
       92,     10.86,     47.83,      1.46,      1.64,      0.24,      0.91,           1,           2,           0,           6,           1,           4,           0,           0,           7,           0,           1,           0, 
       99,      9.73,     48.48,      1.38,      1.58,      0.20,      0.91,           1,           2,           0,           6,           3,           1,           0,           0,          42,           0,           0,           0, 
       99,      9.06,     50.51,      1.44,      1.34,      0.22,      0.91,           1,           2,           0,           3,           3,           0,           0,           0,          11,           0,           0,           0, 
       39,     18.82,     64.10,      1.74,      1.37,      0.26,      0.91,           1,           2,           0,           6,           1,           0,           0,           0,          10,           0,           2,           0, 
      100,      9.65,     50.00,      1.42,      1.66,      0.21,      0.90,           1,           2,           0,           6,           3,           1,           0,           0,          44,           0,           0,           0, 
      125,      7.22,     53.60,      1.37,      1.88,      0.17,      0.90,           1,           2,           0,           3,           3,           0,           0,           0,           3,           0,           0,           0, 
       59,     14.29,     49.15,      1.51,      2.12,      0.26,      0.90,           1,           2,           0,           4,           2,           0,           0,           0,          35,           0,           4,           0, 
       44,     19.50,     52.27,      1.68,      1.15,      0.32,      0.90,           1,           2,           0,           3,           3,           0,           3,           0,           7,           0,           0,           0, 
      136,      7.88,     50.74,      1.36,      1.63,      0.18,      0.90,           1,           2,           0,           3,           2,           0,           0,           0,           7,           0,           2,           0, 
       77,     12.14,     54.55,      1.44,      1.48,      0.20,      0.90,           1,           2,           0,           3,           3,           1,           0,           0,          42,           0,           0,           0, 
      138,      6.72,     47.10,      1.30,      1.68,      0.16,      0.90,           1,           2,           0,           4,           2,           0,           0,           0,          40,           0,           4,           0, 
       32,     21.78,     53.12,      1.84,      1.53,      0.39,      0.89,           1,           2,           0,           3,           3,           1,           0,           0,          19,           0,           0,           0, 
      113,      8.26,     46.90,      1.36,      1.54,      0.19,      0.89,           1,           2,           0,           4,           2,           3,           0,           0,          12,           0,           4,           0, 
      104,      8.60,     48.08,      1.37,      1.23,      0.19,      0.89,           1,           2,           0,           6,           2,           0,           0,           0,           6,           0,           3,           0, 
      118,      7.85,     52.54,      1.35,      1.19,      0.17,      0.89,           1,           2,           0,           6,           3,           1,           0,           0,          11,           0,           0,           0, 
       45,     22.24,     57.78,      1.76,      1.82,      0.32,      0.89,           1,           2,           0,           6,           1,           3,           3,           0,           4,           0,           1,           0, 
       64,     13.69,     53.12,      1.51,      1.52,      0.24,      0.89,           1,           2,           0,           6,           3,           0,           3,           0,          31,           0,           0,           0, 
      128,      8.09,     46.09,      1.35,      1.69,      0.19,      0.89,           1,           2,           0,           6,           1,           4,           0,           0,           6,           0,           1,           0, 
       42,     15.17,     45.24,      1.61,      2.05,      0.34,      0.89,           1,           2,           0,           5,           2,           0,           0,           0,          27,           0,           4,           0, 
       96,      9.82,     46.88,      1.39,      1.13,      0.21,      0.88,           1,           2,           0,           3,           2,           1,           0,           0,          14,           0,           1,           0, 
      142,      6.68,     48.59,      1.29,      1.60,      0.15,      0.88,           1,           2,           0,           4,           2,           0,           0,           0,          39,           0,           4,           0, 
       83,      9.81,     46.99,      1.42,      1.92,      0.22,      0.88,           1,           2,           0,           6,           1,           1,           0,           0,           7,           0,           2,           0, 
      103,      9.06,     48.54,      1.36,      1.31,      0.18,      0.88,           1,           2,           0,           6,           3,           0,           0,           0,          42,           0,           0,           0, 
      182,      5.83,     50.55,      1.28,      1.74,      0.14,      0.88,           1,           2,           0,           6,           1,           0,           0,           0,          12,           0,           1,           0, 
       32,     25.81,     40.62,      1.79,      1.15,      0.47,      0.87,           1,           2,           0,           3,           2,           1,           0,           0,          20,           0,           1,           0, 
       33,     21.58,     45.45,      1.76,      0.90,      0.41,      0.87,           1,           2,           0,           3,           2,           1,           0,           0,          41,           0,           2,           0, 
      199,      5.19,     50.75,      1.25,      1.71,      0.12,      0.86,           1,           2,           0,           3,           3,           0,           0,           0,          43,           0,           0,           0, 
       44,     20.77,     54.55,      1.67,      1.66,      0.31,      0.85,           1,           2,           0,           6,           3,           0,           3,           0,           4,           0,           0,           0, 
       30,     23.10,     40.00,      1.73,      2.86,      0.44,      0.85,           1,           2,           0,           6,           2,           0,           0,           0,          38,           0,           3,           0, 
       44,     15.57,     38.64,      1.58,      1.98,      0.36,      0.84,           1,           2,           0,           6,           3,           0,           0,           0,          38,           0,           0,           0, 
       35,     19.66,     45.71,      1.71,      0.83,      0.38,      0.83,           1,           2,           0,           3,           2,           0,           0,           0,          41,           0,           2,           0, 
       42,     15.57,     47.62,      1.63,      1.36,      0.33,      0.83,           1,           2,           0,           6,           2,           0,           0,           0,          14,           0,           3,           0, 
       44,     18.43,     43.18,      1.64,      1.25,      0.36,      0.83,           1,           2,           0,           5,           2,           4,           0,           0,           7,           0,           4,           0, 
       33,     24.33,     60.61,      1.76,      1.46,      0.30,      0.83,           1,           2,           0,           6,           1,           0,           3,           0,           5,           0,           1,           0, 
      114,      8.08,     47.37,      1.36,      1.50,      0.19,      0.82,           1,           2,           0,           6,           1,           0,           0,           0,           7,           0,           1,           0, 
       94,      8.59,     46.81,      1.40,      1.36,      0.21,      0.82,           1,           2,           0,           3,           3,           1,           0,           0,          11,           0,           0,           0, 
      112,      7.04,     50.89,      1.33,      1.67,      0.16,      0.81,           1,           2,           0,           3,           2,           1,           0,           0,          31,           0,           2,           0, 
      110,      7.15,     44.55,      1.31,      0.99,      0.17,      0.81,           1,           2,           0,           5,           2,           0,           0,           0,          40,           0,           4,           0, 
       68,     11.78,     42.65,      1.47,      1.53,      0.27,      0.81,           1,           2,           0,           4,           2,           0,           0,           0,           7,           0,           4,           0, 
      178,      5.46,     49.44,      1.26,      1.58,      0.13,      0.81,           1,           2,           0,           6,           3,           0,           0,           0,          12,           0,           0,           0, 
       39,     16.64,     38.46,      1.58,      1.98,      0.36,      0.80,           1,           2,           0,           6,           3,           1,           0,           0,          38,           0,           0,           0, 
      130,      6.58,     52.31,      1.30,      1.00,      0.14,      0.80,           1,           2,           0,           6,           1,           0,           0,           0,          11,           0,           1,           0, 
       90,      8.72,     52.22,      1.38,      1.30,      0.18,      0.80,           1,           2,           0,           6,           1,           4,           0,           0,           4,           0,           1,           0, 
      165,      6.06,     46.67,      1.27,      1.34,      0.14,      0.80,           1,           2,           0,           3,           2,           0,           0,           0,           7,           0,           1,           0, 
      150,      6.36,     45.33,      1.28,      1.56,      0.15,      0.80,           1,           2,           0,           6,           1,           0,           0,           0,           6,           0,           1,           0, 
       80,     10.60,     48.75,      1.40,      1.07,      0.21,      0.79,           1,           2,           0,           3,           3,           1,           0,           0,          17,           0,           0,           0, 
      110,      7.73,     52.73,      1.32,      1.29,      0.15,      0.79,           1,           2,           0,           3,           2,           0,           0,           0,          44,           0,           2,           0, 
       81,     10.25,     48.15,      1.39,      1.18,      0.20,      0.78,           1,           2,           0,           3,           3,           1,           0,           0,          14,           0,           0,           0, 
       35,     14.11,     45.71,      1.79,      2.63,      0.43,      0.78,           1,           2,           0,           3,           2,           1,           0,           0,          35,           0,           2,           0, 
       65,     11.23,     46.15,      1.41,      1.00,      0.22,      0.77,           1,           2,           0,           5,           2,           0,           0,           0,          11,           0,           4,           0, 
       69,     12.59,     49.28,      1.41,      1.45,      0.21,      0.77,           1,           2,           0,           6,           1,           0,           0,           0,          14,           0,           1,           0, 
      150,      6.20,     48.67,      1.28,      1.18,      0.15,      0.76,           1,           2,           0,           3,           3,           0,           0,           0,           7,           0,           0,           0, 
       47,     15.43,     53.19,      1.52,      1.61,      0.24,      0.76,           1,           2,           0,           6,           2,           0,           0,           0,          21,           0,           3,           0, 
      169,      5.35,     52.07,      1.24,      1.23,      0.12,      0.76,           1,           2,           0,           3,           3,           0,           0,           0,          40,           0,           0,           0, 
      103,      7.32,     50.49,      1.34,      0.99,      0.17,      0.76,           1,           2,           0,           3,           2,           0,           0,           0,          11,           0,           2,           0, 
      123,      6.45,     52.03,      1.28,      0.91,      0.14,      0.76,           1,           2,           0,           6,           3,           0,           0,           0,          11,           0,           0,           0, 
       47,     14.26,     57.45,      1.45,      1.08,      0.19,      0.75,           1,           2,           0,           6,           3,           0,           6,           0,           4,           0,           0,           0, 
      101,      8.64,     47.52,      1.31,      1.14,      0.16,      0.74,           1,           2,           0,           3,           2,           0,           0,           0,          17,           0,           1,           0, 
       82,      8.82,     47.56,      1.33,      1.07,      0.17,      0.74,           1,           2,           0,           3,           2,           1,           0,           0,          27,           0,           2,           0, 
       53,     12.45,     58.49,      1.41,      1.07,      0.17,      0.73,           1,           2,           0,           6,           1,           3,           6,           0,           4,           0,           1,           0, 
       72,      9.56,     48.61,      1.36,      0.90,      0.18,      0.73,           1,           2,           0,           3,           2,           1,           0,           0,          17,           0,           2,           0, 
       43,     18.12,     51.16,      1.59,      1.42,      0.29,      0.73,           1,           2,           0,           6,           1,           4,           3,           0,           4,           0,           1,           0, 
      170,      5.15,     49.41,      1.23,      1.45,      0.12,      0.73,           1,           2,           0,           3,           2,           0,           0,           0,          40,           0,           2,           0, 
