# TimeStamp   : 2020-06-17 15:12:36
# Strategy    : MasterCode
# Symbol      : BO
# TimeFrame   : M15
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..7:1 -->
#         <Start>1</Start>
#         <Stop>7</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..3:1 -->
#         <Start>1</Start>
#         <Stop>3</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,  AvgTicks,   WinPerc, PftFactor,    NP/MDD, Expectancy,   Z-score, BOMR_switch, Side_switch,    MyStop, POI_switch, Distance_switch, DOW_switch, Intraday_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
      199,     10.50,     52.26,      1.55,      5.05,      0.26,      1.67,           1,           2,           0,           3,           2,           1,           0,           0,          12,           0,           1,           0, 
      183,     10.57,     52.46,      1.57,      3.77,      0.27,      1.67,           1,           2,           0,           3,           2,           0,           0,           0,          16,           0,           1,           0, 
       36,     32.11,     52.78,      3.82,      9.10,      1.33,      1.67,           1,           2,           0,           6,           1,           0,           0,           0,          20,           0,           1,           0, 
       80,     21.74,     58.75,      1.92,      3.18,      0.38,      1.67,           1,           2,           0,           6,           1,           0,           6,           0,          35,           0,           1,           0, 
       31,     56.94,     51.61,      3.72,      8.91,      1.31,      1.67,           1,           2,           0,           6,           1,           3,           0,           0,          27,           0,           1,           0, 
      105,     16.34,     56.19,      1.82,      3.81,      0.36,      1.67,           1,           2,           0,           3,           3,           1,           0,           0,          23,           0,           0,           0, 
       50,     26.94,     60.00,      2.37,      2.70,      0.55,      1.66,           1,           2,           0,           6,           1,           1,           0,           0,          17,           0,           2,           0, 
       42,     33.88,     59.52,      2.72,      3.13,      0.70,      1.66,           1,           2,           0,           6,           1,           1,           3,           0,          18,           0,           2,           0, 
      176,     11.68,     53.41,      1.62,      3.35,      0.29,      1.66,           1,           2,           0,           6,           3,           0,           0,           0,          46,           0,           0,           0, 
       95,     18.36,     56.84,      1.88,      3.38,      0.38,      1.66,           1,           2,           0,           6,           1,           0,           3,           0,          12,           0,           1,           0, 
      238,      9.39,     52.10,      1.48,      3.64,      0.23,      1.66,           1,           2,           0,           3,           2,           0,           0,           0,          46,           0,           1,           0, 
       44,     40.45,     68.18,      2.66,      3.24,      0.53,      1.66,           1,           2,           0,           6,           3,           0,           3,           0,           9,           0,           0,           0, 
      101,     17.28,     57.43,      1.82,      3.34,      0.35,      1.66,           1,           2,           0,           3,           3,           0,           3,           0,          39,           0,           0,           0, 
      151,     11.76,     52.32,      1.67,      3.76,      0.32,      1.66,           1,           2,           0,           3,           2,           1,           0,           0,          16,           0,           2,           0, 
       34,     46.56,     52.94,      3.37,      7.95,      1.12,      1.66,           1,           2,           0,           6,           3,           0,           0,           0,          27,           0,           0,           0, 
      130,     14.43,     54.62,      1.72,      2.62,      0.33,      1.66,           1,           2,           0,           6,           3,           1,           0,           0,          23,           0,           0,           0, 
       41,     40.44,     53.66,      2.91,      3.70,      0.89,      1.66,           1,           2,           0,           6,           1,           1,           6,           0,           2,           0,           2,           0, 
      121,     15.15,     55.37,      1.68,      3.13,      0.30,      1.65,           1,           2,           0,           6,           3,           0,           6,           0,          50,           0,           0,           0, 
      122,     15.45,     51.64,      1.77,      3.67,      0.37,      1.65,           1,           2,           0,           6,           2,           0,           0,           0,          39,           0,           3,           0, 
       52,     29.31,     59.62,      2.23,      2.59,      0.50,      1.65,           1,           2,           0,           3,           3,           0,           6,           0,           2,           0,           0,           0, 
      112,     14.29,     55.36,      1.70,      3.47,      0.31,      1.65,           1,           2,           0,           3,           3,           0,           6,           0,          43,           0,           0,           0, 
      121,     15.09,     55.37,      1.68,      3.13,      0.30,      1.65,           1,           2,           0,           6,           3,           0,           6,           0,          48,           0,           0,           0, 
       92,     19.05,     55.43,      1.81,      2.95,      0.36,      1.65,           1,           2,           0,           6,           1,           0,           6,           0,          18,           0,           1,           0, 
      121,     15.08,     55.37,      1.68,      3.12,      0.30,      1.65,           1,           2,           0,           6,           3,           0,           6,           0,           0,           0,           0,           0, 
       30,     37.37,     56.67,      4.02,      8.83,      1.31,      1.65,           1,           2,           0,           6,           1,           1,           0,           0,          20,           0,           1,           0, 
      107,     16.64,     56.07,      1.82,      4.08,      0.36,      1.65,           1,           2,           0,           6,           1,           4,           0,           0,          26,           0,           1,           0, 
       68,     22.96,     58.82,      2.03,      2.74,      0.43,      1.65,           1,           2,           0,           6,           1,           3,           3,           0,           3,           0,           1,           0, 
       34,     51.06,     50.00,      3.58,      8.77,      1.29,      1.65,           1,           2,           0,           6,           1,           0,           0,           0,          27,           0,           1,           0, 
      173,     11.37,     55.49,      1.62,      3.22,      0.27,      1.64,           1,           2,           0,           6,           1,           4,           0,           0,           0,           0,           1,           0, 
      153,     11.56,     51.63,      1.66,      3.19,      0.32,      1.64,           1,           2,           0,           6,           3,           1,           0,           0,          40,           0,           0,           0, 
      105,     15.57,     56.19,      1.81,      3.15,      0.35,      1.64,           1,           2,           0,           3,           3,           1,           0,           0,          44,           0,           0,           0, 
       57,     21.96,     57.89,      1.95,      2.17,      0.40,      1.64,           1,           2,           0,           6,           1,           0,           6,           0,          29,           0,           1,           0, 
       55,     30.29,     63.64,      2.22,      3.51,      0.44,      1.63,           1,           2,           0,           6,           2,           0,           3,           0,          42,           0,           3,           0, 
       89,     20.51,     49.44,      1.95,      2.81,      0.48,      1.63,           1,           2,           0,           5,           2,           4,           0,           0,          16,           0,           4,           0, 
       98,     18.20,     57.14,      1.80,      3.14,      0.34,      1.63,           1,           2,           0,           6,           1,           0,           6,           0,          26,           0,           1,           0, 
       71,     24.61,     53.52,      2.12,      5.14,      0.52,      1.63,           1,           2,           0,           4,           2,           3,           0,           0,           2,           0,           4,           0, 
      166,     11.88,     57.23,      1.65,      3.05,      0.28,      1.63,           1,           2,           0,           6,           1,           4,           0,           0,          39,           0,           1,           0, 
       89,     19.89,     56.18,      1.99,      3.33,      0.43,      1.63,           1,           2,           0,           6,           2,           0,           0,           0,          11,           0,           3,           0, 
       50,     29.92,     54.00,      2.34,      6.31,      0.62,      1.63,           1,           2,           0,           3,           3,           1,           0,           0,          38,           0,           0,           0, 
      104,     17.57,     48.08,      1.86,      2.72,      0.45,      1.62,           1,           2,           0,           5,           2,           4,           0,           0,          46,           0,           4,           0, 
       99,     17.36,     53.54,      1.77,      3.50,      0.36,      1.62,           1,           2,           0,           6,           3,           0,           3,           0,          16,           0,           0,           0, 
      106,     16.59,     53.77,      1.76,      2.75,      0.35,      1.62,           1,           2,           0,           6,           1,           3,           6,           0,          23,           0,           1,           0, 
      134,     13.51,     52.24,      1.70,      3.60,      0.33,      1.62,           1,           2,           0,           6,           1,           1,           0,           0,          39,           0,           2,           0, 
      173,     11.23,     55.49,      1.60,      3.17,      0.27,      1.62,           1,           2,           0,           6,           1,           4,           0,           0,          50,           0,           1,           0, 
       33,     40.06,     48.48,      4.92,     11.30,      2.02,      1.62,           1,           2,           0,           6,           3,           0,           0,           0,          20,           0,           0,           0, 
       40,     40.77,     62.50,      2.84,      4.17,      0.69,      1.62,           1,           2,           0,           3,           2,           1,           0,           0,          29,           0,           2,           0, 
      111,     15.32,     50.45,      1.79,      3.06,      0.39,      1.62,           1,           2,           0,           6,           1,           1,           0,           0,          16,           0,           2,           0, 
      103,     17.68,     47.57,      1.86,      2.71,      0.45,      1.62,           1,           2,           0,           5,           2,           4,           0,           0,          43,           0,           4,           0, 
      115,     15.23,     50.43,      1.73,      2.49,      0.36,      1.61,           1,           2,           0,           6,           1,           0,           0,           0,          18,           0,           1,           0, 
      106,     16.43,     50.94,      1.76,      2.62,      0.37,      1.61,           1,           2,           0,           6,           1,           4,           0,           0,          18,           0,           1,           0, 
       53,     27.15,     49.06,      2.60,      8.04,      0.81,      1.61,           1,           2,           0,           6,           3,           0,           0,           0,          36,           0,           0,           0, 
       54,     28.50,     59.26,      2.26,      2.65,      0.51,      1.61,           1,           2,           0,           3,           3,           0,           3,           0,          11,           0,           0,           0, 
       35,     48.14,     57.14,      2.88,      4.19,      0.81,      1.61,           1,           2,           0,           6,           1,           1,           6,           0,           6,           0,           2,           0, 
       31,     47.06,     80.65,      3.05,      2.66,      0.40,      1.61,           1,           2,           0,           3,           3,           0,           6,           0,           9,           0,           0,           0, 
      176,     11.28,     56.25,      1.58,      3.25,      0.25,      1.61,           1,           2,           0,           6,           1,           3,           0,           0,           0,           0,           1,           0, 
      180,     10.67,     48.89,      1.56,      3.56,      0.29,      1.61,           1,           2,           0,           3,           3,           1,           0,           0,          12,           0,           0,           0, 
      133,     12.78,     49.62,      1.62,      5.00,      0.31,      1.61,           1,           2,           0,           4,           2,           3,           0,           0,          50,           0,           4,           0, 
      123,     14.03,     50.41,      1.76,      2.73,      0.38,      1.61,           1,           2,           0,           6,           1,           0,           0,           0,          16,           0,           2,           0, 
      133,     12.75,     49.62,      1.62,      4.99,      0.31,      1.61,           1,           2,           0,           4,           2,           3,           0,           0,           0,           0,           4,           0, 
      106,     17.07,     47.17,      1.81,      2.70,      0.43,      1.60,           1,           2,           0,           5,           2,           4,           0,           0,           0,           0,           4,           0, 
      106,     17.07,     47.17,      1.81,      2.70,      0.43,      1.60,           1,           2,           0,           5,           2,           4,           0,           0,          50,           0,           4,           0, 
       52,     29.40,     57.69,      2.25,      2.40,      0.53,      1.60,           1,           2,           0,           3,           3,           0,           3,           0,          26,           0,           0,           0, 
       34,     49.21,     64.71,      3.04,      3.04,      0.72,      1.60,           1,           2,           0,           6,           1,           0,           3,           0,           9,           0,           2,           0, 
       39,     39.23,     66.67,      2.45,      2.83,      0.48,      1.60,           1,           2,           0,           6,           2,           0,           6,           0,           9,           0,           3,           0, 
      105,     15.13,     50.48,      1.78,      2.55,      0.39,      1.60,           1,           2,           0,           3,           3,           0,           0,           0,          18,           0,           0,           0, 
       89,     20.16,     50.56,      1.92,      2.68,      0.45,      1.60,           1,           2,           0,           5,           2,           4,           0,           0,          15,           0,           4,           0, 
       89,     18.67,     58.43,      1.82,      3.09,      0.34,      1.59,           1,           2,           0,           6,           3,           0,           3,           0,          12,           0,           0,           0, 
      128,     13.59,     50.00,      1.67,      3.47,      0.33,      1.59,           1,           2,           0,           3,           3,           1,           0,           0,           1,           0,           0,           0, 
       66,     25.08,     51.52,      2.08,      2.75,      0.53,      1.59,           1,           2,           0,           5,           2,           4,           0,           0,          18,           0,           4,           0, 
       73,     25.29,     60.27,      2.06,      3.24,      0.42,      1.59,           1,           2,           0,           6,           3,           0,           3,           0,          42,           0,           0,           0, 
       49,     31.88,     63.27,      2.24,      2.89,      0.46,      1.59,           1,           2,           0,           6,           2,           0,           6,           0,           3,           0,           3,           0, 
       43,     40.28,     62.79,      2.62,      3.15,      0.60,      1.59,           1,           2,           0,           6,           1,           4,           3,           0,           9,           0,           1,           0, 
      152,     12.13,     56.58,      1.64,      3.02,      0.28,      1.59,           1,           2,           0,           6,           1,           3,           0,           0,          40,           0,           1,           0, 
       51,     27.41,     52.94,      2.20,      5.68,      0.56,      1.58,           1,           2,           0,           3,           2,           1,           0,           0,          38,           0,           2,           0, 
      132,     12.86,     50.76,      1.69,      4.02,      0.34,      1.58,           1,           2,           0,           6,           2,           0,           0,           0,          50,           0,           3,           0, 
      132,     12.86,     50.76,      1.69,      4.02,      0.34,      1.58,           1,           2,           0,           6,           2,           0,           0,           0,           0,           0,           3,           0, 
       38,     41.84,     65.79,      2.34,      2.84,      0.46,      1.58,           1,           2,           0,           6,           1,           3,           6,           0,          21,           0,           1,           0, 
       81,     19.64,     54.32,      1.84,      3.18,      0.38,      1.58,           1,           2,           0,           6,           3,           0,           3,           0,          18,           0,           0,           0, 
      102,     15.81,     53.92,      1.72,      2.50,      0.33,      1.58,           1,           2,           0,           3,           3,           0,           6,           0,          40,           0,           0,           0, 
      115,     15.23,     56.52,      1.73,      3.20,      0.32,      1.58,           1,           2,           0,           6,           1,           0,           0,           0,          26,           0,           1,           0, 
       52,     23.29,     50.00,      2.35,      5.69,      0.68,      1.58,           1,           2,           0,           6,           1,           0,           0,           0,          36,           0,           2,           0, 
      183,     10.43,     51.37,      1.53,      3.14,      0.26,      1.57,           1,           2,           0,           3,           3,           1,           0,           0,          39,           0,           0,           0, 
      105,     15.21,     60.00,      1.77,      2.69,      0.31,      1.57,           1,           2,           0,           6,           1,           1,           0,           0,          35,           0,           1,           0, 
      177,     10.47,     55.93,      1.55,      3.03,      0.24,      1.57,           1,           2,           0,           6,           1,           0,           0,           0,          43,           0,           1,           0, 
       90,     17.67,     48.89,      1.92,      3.40,      0.47,      1.57,           1,           2,           0,           3,           2,           1,           0,           0,          26,           0,           1,           0, 
       47,     34.74,     59.57,      2.54,      3.93,      0.62,      1.57,           1,           2,           0,           6,           2,           0,           0,           0,          29,           0,           3,           0, 
       89,     18.40,     55.06,      1.88,      2.85,      0.39,      1.57,           1,           2,           0,           6,           1,           3,           3,           0,          23,           0,           1,           0, 
      144,     11.40,     52.08,      1.62,      3.57,      0.30,      1.57,           1,           2,           0,           3,           3,           1,           0,           0,          16,           0,           0,           0, 
      124,     14.35,     53.23,      1.69,      2.95,      0.32,      1.57,           1,           2,           0,           6,           3,           0,           0,           0,          25,           0,           0,           0, 
       79,     19.61,     62.03,      1.83,      2.77,      0.31,      1.56,           1,           2,           0,           6,           1,           3,           6,           0,           3,           0,           1,           0, 
       61,     26.26,     57.38,      2.09,      2.50,      0.47,      1.56,           1,           2,           0,           6,           2,           0,           3,           0,          26,           0,           3,           0, 
       30,     54.90,     46.67,      3.54,      8.32,      1.36,      1.56,           1,           2,           0,           6,           1,           1,           0,           0,          27,           0,           1,           0, 
       33,     36.03,     54.55,      2.69,      3.81,      0.77,      1.56,           1,           2,           0,           4,           2,           3,           0,           0,          29,           0,           4,           0, 
       47,     29.49,     59.57,      2.21,      2.03,      0.49,      1.56,           1,           2,           0,           3,           3,           0,           3,           0,           2,           0,           0,           0, 
       75,     20.56,     52.00,      2.11,      3.76,      0.53,      1.56,           1,           2,           0,           6,           1,           0,           0,           0,          31,           0,           2,           0, 
       67,     22.09,     56.72,      2.04,      3.37,      0.45,      1.56,           1,           2,           0,           6,           3,           0,           3,           0,          13,           0,           0,           0, 
      106,     16.63,     47.17,      1.77,      2.63,      0.41,      1.55,           1,           2,           0,           5,           2,           4,           0,           0,          48,           0,           4,           0, 
      104,     14.66,     51.92,      1.71,      3.52,      0.34,      1.55,           1,           2,           0,           5,           2,           0,           0,           0,          15,           0,           4,           0, 
       57,     25.19,     50.88,      2.18,      6.06,      0.58,      1.55,           1,           2,           0,           3,           3,           0,           0,           0,          38,           0,           0,           0, 
       57,     26.95,     49.12,      2.24,      3.65,      0.63,      1.55,           1,           2,           0,           5,           2,           4,           0,           0,          11,           0,           4,           0, 
       59,     30.92,     66.10,      2.24,      2.96,      0.42,      1.54,           1,           2,           0,           6,           1,           3,           0,           0,           9,           0,           1,           0, 
      204,      9.61,     50.49,      1.51,      3.25,      0.25,      1.54,           1,           2,           0,           3,           2,           0,           0,           0,          46,           0,           2,           0, 
       64,     23.00,     56.25,      2.05,      2.61,      0.46,      1.54,           1,           2,           0,           6,           1,           0,           6,           0,          23,           0,           2,           0, 
       71,     21.44,     60.56,      1.97,      2.54,      0.38,      1.54,           1,           2,           0,           3,           3,           0,           6,           0,           3,           0,           0,           0, 
      172,     10.75,     55.23,      1.56,      3.03,      0.25,      1.54,           1,           2,           0,           6,           1,           4,           0,           0,          48,           0,           1,           0, 
       57,     24.05,     50.88,      2.09,      5.57,      0.54,      1.54,           1,           2,           0,           3,           2,           0,           0,           0,          38,           0,           2,           0, 
       38,     27.84,     57.89,      2.61,      5.40,      0.68,      1.54,           1,           2,           0,           6,           2,           0,           0,           0,          36,           0,           3,           0, 
       51,     26.80,     47.06,      2.52,      7.59,      0.80,      1.54,           1,           2,           0,           6,           3,           1,           0,           0,          36,           0,           0,           0, 
      117,     13.93,     58.12,      1.70,      2.71,      0.29,      1.54,           1,           2,           0,           6,           1,           3,           0,           0,          11,           0,           1,           0, 
       30,     36.80,     50.00,      3.00,      4.01,      1.00,      1.54,           1,           2,           0,           3,           3,           0,           6,           0,          17,           0,           0,           0, 
      203,      9.57,     53.69,      1.50,      3.23,      0.23,      1.53,           1,           2,           0,           3,           3,           0,           0,           0,          22,           0,           0,           0, 
       82,     18.96,     57.32,      1.86,      3.54,      0.37,      1.53,           1,           2,           0,           6,           3,           0,           3,           0,          26,           0,           0,           0, 
       53,     33.72,     64.15,      2.26,      2.85,      0.45,      1.53,           1,           2,           0,           6,           3,           1,           0,           0,           9,           0,           0,           0, 
       42,     29.71,     54.76,      2.36,      2.69,      0.62,      1.53,           1,           2,           0,           6,           1,           0,           3,           0,           2,           0,           2,           0, 
       49,     20.67,     48.98,      2.26,      3.99,      0.64,      1.53,           1,           2,           0,           6,           1,           4,           0,           0,          37,           0,           1,           0, 
       40,     35.00,     55.00,      2.34,      3.48,      0.60,      1.53,           1,           2,           0,           6,           1,           0,           6,           0,           6,           0,           2,           0, 
      208,      9.40,     50.00,      1.49,      3.24,      0.25,      1.53,           1,           2,           0,           3,           2,           0,           0,           0,           0,           0,           2,           0, 
      208,      9.40,     50.00,      1.49,      3.24,      0.25,      1.53,           1,           2,           0,           3,           2,           0,           0,           0,          50,           0,           2,           0, 
      104,     14.63,     50.00,      1.68,      3.41,      0.34,      1.53,           1,           2,           0,           4,           2,           0,           0,           0,          18,           0,           4,           0, 
       60,     21.97,     56.67,      1.96,      3.06,      0.42,      1.52,           1,           2,           0,           6,           1,           3,           0,           0,          29,           0,           1,           0, 
       91,     18.10,     57.14,      1.82,      2.76,      0.35,      1.52,           1,           2,           0,           6,           3,           0,           3,           0,          23,           0,           0,           0, 
       47,     31.11,     68.09,      2.29,      2.37,      0.41,      1.52,           1,           2,           0,           3,           3,           0,           3,           0,          42,           0,           0,           0, 
       89,     18.65,     56.18,      1.75,      2.99,      0.33,      1.52,           1,           2,           0,           6,           3,           0,           6,           0,          26,           0,           0,           0, 
      127,     12.33,     52.76,      1.65,      3.80,      0.31,      1.52,           1,           2,           0,           6,           2,           0,           0,           0,          43,           0,           3,           0, 
       67,     23.16,     58.21,      1.87,      2.80,      0.37,      1.52,           1,           2,           0,           6,           3,           0,           6,           0,          35,           0,           0,           0, 
       80,     20.16,     56.25,      1.86,      2.41,      0.38,      1.52,           1,           2,           0,           6,           1,           3,           3,           0,          12,           0,           1,           0, 
       61,     26.31,     60.66,      2.13,      2.88,      0.44,      1.52,           1,           2,           0,           6,           1,           4,           0,           0,          21,           0,           1,           0, 
      181,      9.97,     55.25,      1.49,      4.17,      0.22,      1.52,           1,           2,           0,           3,           2,           1,           0,           0,          40,           0,           1,           0, 
       60,     23.58,     65.00,      2.05,      3.23,      0.37,      1.52,           1,           2,           0,           6,           1,           0,           3,           0,          35,           0,           1,           0, 
      105,     14.11,     49.52,      1.68,      3.59,      0.34,      1.52,           1,           2,           0,           5,           2,           0,           0,           0,          16,           0,           4,           0, 
      139,     12.19,     47.48,      1.62,      3.17,      0.33,      1.51,           1,           2,           0,           3,           2,           1,           0,           0,           7,           0,           1,           0, 
       95,     18.40,     51.58,      1.88,      3.74,      0.43,      1.51,           1,           2,           0,           6,           1,           3,           0,           0,          31,           0,           1,           0, 
       56,     27.46,     57.14,      2.17,      2.97,      0.50,      1.51,           1,           2,           0,           6,           1,           3,           0,           0,          17,           0,           1,           0, 
      132,     11.94,     50.00,      1.63,      3.73,      0.32,      1.51,           1,           2,           0,           6,           2,           0,           0,           0,          48,           0,           3,           0, 
      208,      9.27,     50.00,      1.49,      3.19,      0.24,      1.51,           1,           2,           0,           3,           2,           0,           0,           0,          48,           0,           2,           0, 
      112,     14.60,     56.25,      1.71,      2.99,      0.31,      1.51,           1,           2,           0,           6,           1,           1,           0,           0,          26,           0,           1,           0, 
      119,     14.13,     53.78,      1.65,      2.61,      0.30,      1.51,           1,           2,           0,           6,           3,           1,           0,           0,          25,           0,           0,           0, 
      100,     16.66,     57.00,      1.71,      2.49,      0.30,      1.50,           1,           2,           0,           6,           3,           0,           6,           0,          23,           0,           0,           0, 
       51,     26.65,     60.78,      2.24,      2.99,      0.49,      1.50,           1,           2,           0,           3,           3,           0,           3,           0,          13,           0,           0,           0, 
       71,     20.75,     57.75,      1.94,      2.17,      0.40,      1.50,           1,           2,           0,           6,           3,           1,           0,           0,           5,           0,           0,           0, 
       86,     18.60,     48.84,      1.90,      2.25,      0.46,      1.50,           1,           2,           0,           5,           2,           4,           0,           0,          12,           0,           4,           0, 
      109,     14.48,     54.13,      1.64,      2.60,      0.30,      1.50,           1,           2,           0,           3,           3,           0,           3,           0,          50,           0,           0,           0, 
      176,     10.56,     55.68,      1.53,      3.04,      0.23,      1.50,           1,           2,           0,           6,           1,           3,           0,           0,          48,           0,           1,           0, 
       66,     22.39,     60.61,      1.97,      2.47,      0.38,      1.50,           1,           2,           0,           3,           3,           0,           3,           0,           3,           0,           0,           0, 
       98,     17.10,     47.96,      1.80,      2.41,      0.41,      1.50,           1,           2,           0,           5,           2,           4,           0,           0,          22,           0,           4,           0, 
       96,     14.40,     56.25,      1.72,      2.32,      0.32,      1.50,           1,           2,           0,           3,           2,           1,           0,           0,          44,           0,           2,           0, 
       31,     45.03,     64.52,      2.60,      2.45,      0.57,      1.49,           1,           2,           0,           6,           1,           3,           3,           0,          21,           0,           1,           0, 
      134,     12.56,     52.24,      1.66,      2.75,      0.31,      1.49,           1,           2,           0,           6,           1,           0,           0,           0,           1,           0,           1,           0, 
      100,     15.03,     51.00,      1.86,      2.29,      0.42,      1.49,           1,           2,           0,           6,           1,           0,           0,           0,          11,           0,           2,           0, 
       48,     30.10,     60.42,      2.13,      2.81,      0.45,      1.49,           1,           2,           0,           6,           2,           0,           3,           0,           3,           0,           3,           0, 
      136,     11.41,     52.21,      1.56,      4.56,      0.27,      1.49,           1,           2,           0,           4,           2,           0,           0,           0,          15,           0,           4,           0, 
       59,     24.58,     59.32,      2.17,      2.52,      0.48,      1.48,           1,           2,           0,           6,           2,           0,           0,           0,           4,           0,           3,           0, 
       41,     37.15,     60.98,      2.48,      3.84,      0.58,      1.48,           1,           2,           0,           3,           3,           1,           0,           0,          29,           0,           0,           0, 
       74,     20.26,     59.46,      1.93,      2.25,      0.38,      1.48,           1,           2,           0,           6,           1,           1,           0,           0,           5,           0,           1,           0, 
      106,     15.18,     52.83,      1.72,      2.47,      0.34,      1.48,           1,           2,           0,           6,           3,           0,           0,           0,           2,           0,           0,           0, 
       59,     29.22,     62.71,      2.20,      2.75,      0.45,      1.48,           1,           2,           0,           6,           3,           0,           0,           0,           9,           0,           0,           0, 
      157,      9.96,     52.23,      1.54,      3.40,      0.26,      1.48,           1,           2,           0,           3,           3,           0,           0,           0,          16,           0,           0,           0, 
       30,     39.97,     56.67,      3.38,      5.17,      1.03,      1.48,           1,           2,           0,           3,           3,           0,           0,           0,          35,           0,           0,           0, 
      162,     10.65,     50.62,      1.54,      2.66,      0.26,      1.48,           1,           2,           0,           6,           3,           1,           0,           0,          39,           0,           0,           0, 
       64,     20.45,     50.00,      2.11,      3.62,      0.55,      1.47,           1,           2,           0,           5,           2,           4,           0,           0,           3,           0,           4,           0, 
      176,     10.30,     55.11,      1.52,      2.78,      0.23,      1.47,           1,           2,           0,           6,           1,           3,           0,           0,          50,           0,           1,           0, 
       63,     22.75,     55.56,      1.98,      2.45,      0.44,      1.47,           1,           2,           0,           6,           1,           0,           3,           0,          23,           0,           2,           0, 
       50,     32.86,     64.00,      2.39,      2.87,      0.50,      1.47,           1,           2,           0,           3,           2,           0,           0,           0,           9,           0,           2,           0, 
       73,     20.01,     58.90,      1.94,      2.37,      0.39,      1.47,           1,           2,           0,           6,           1,           3,           0,           0,           5,           0,           1,           0, 
       53,     24.49,     66.04,      2.10,      2.96,      0.37,      1.46,           1,           2,           0,           6,           1,           3,           3,           0,          35,           0,           1,           0, 
      100,     15.37,     57.00,      1.67,      2.64,      0.29,      1.46,           1,           2,           0,           6,           1,           3,           6,           0,          11,           0,           1,           0, 
       59,     27.00,     61.02,      2.08,      3.09,      0.42,      1.46,           1,           2,           0,           6,           1,           4,           0,           0,          17,           0,           1,           0, 
       48,     23.19,     45.83,      2.24,      5.23,      0.67,      1.46,           1,           2,           0,           6,           1,           1,           0,           0,          36,           0,           2,           0, 
       48,     34.33,     68.75,      2.49,      2.88,      0.46,      1.46,           1,           2,           0,           3,           3,           0,           0,           0,           9,           0,           0,           0, 
       59,     23.98,     62.71,      1.93,      2.85,      0.35,      1.46,           1,           2,           0,           6,           2,           0,           6,           0,          18,           0,           3,           0, 
       53,     21.28,     56.60,      1.81,      1.68,      0.35,      1.45,           1,           2,           0,           6,           3,           0,           6,           0,          29,           0,           0,           0, 
       45,     26.18,     53.33,      2.19,      3.74,      0.56,      1.45,           1,           2,           0,           3,           3,           0,           6,           0,          10,           0,           0,           0, 
       69,     21.13,     59.42,      1.90,      2.43,      0.37,      1.45,           1,           2,           0,           3,           3,           0,           6,           0,          21,           0,           0,           0, 
      136,     11.46,     48.53,      1.58,      3.02,      0.30,      1.44,           1,           2,           0,           6,           1,           1,           0,           0,          12,           0,           2,           0, 
      113,     14.18,     57.52,      1.61,      2.52,      0.26,      1.44,           1,           2,           0,           6,           3,           0,           6,           0,          39,           0,           0,           0, 
       93,     16.48,     54.84,      1.76,      2.67,      0.34,      1.44,           1,           2,           0,           6,           1,           4,           3,           0,          23,           0,           1,           0, 
