# TimeStamp   : 2020-07-20 15:19: 2
# Strategy    : BOMRcharacter
# Symbol      : NG
# TimeFrame   : D
# Date Range  : 2001-05-14 --> 2019-12-31
#
#<Strategies/BOMRcharacter.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# -->
# <Inputs>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <OptRange>
#         <Name>Nbars</Name>              <!-- 3..30:3 -->
#         <Start>10</Start>
#         <Stop>30</Stop>
#         <Step>3</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Xbars</Name>              <!-- 3..30:3 -->
#         <Start>1</Start>
#         <Stop>30</Stop>
#         <Step>3</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/BOMRcharacter.xml>
#
# ------------------- >>> Transaction List <<< ------------------- #
# Trade   Side  Qty      TimeStamp       Price    NetPL/Cumulative
      1   LONG   1   2001-06-12 17:00   26.190   -1000.00
                     2001-06-14 17:00   26.090            -1000.00
      2  SHORT   1   2001-06-21 17:00   25.655    -350.00
                     2001-06-25 17:00   25.690            -1350.00
      3  SHORT   1   2001-06-27 17:00   25.406    2010.00
                     2001-06-29 17:00   25.205              660.00
      4   LONG   1   2001-07-13 17:00   25.425   -4320.00
                     2001-07-17 17:00   24.993            -3660.00
      5  SHORT   1   2001-07-19 17:00   24.981    1410.00
                     2001-07-23 17:00   24.840            -2250.00
      6   LONG   1   2001-07-31 17:00   25.225   -2820.00
                     2001-08-02 17:00   24.943            -5070.00
      7  SHORT   1   2001-08-06 17:00   24.783    -420.00
                     2001-08-08 17:00   24.825            -5490.00
      8   LONG   1   2001-08-16 17:00   25.235   -1350.00
                     2001-08-20 17:00   25.100            -6840.00
      9  SHORT   1   2001-08-23 17:00   24.695    1950.00
                     2001-08-27 17:00   24.500            -4890.00
     10  SHORT   1   2001-08-29 17:00   24.270     700.00
                     2001-08-31 17:00   24.200            -4190.00
     11   LONG   1   2001-09-14 17:00   24.505   -5240.00
                     2001-09-19 17:00   23.981            -9430.00
     12  SHORT   1   2001-09-24 17:00   23.821    1050.00
                     2001-09-26 17:00   23.716            -8380.00
     13  SHORT   1   2001-09-28 17:00   23.674     330.00
                     2001-10-02 17:00   23.641            -8050.00
     14   LONG   1   2001-10-10 17:00   23.835    1160.00
                     2001-10-12 17:00   23.951            -6890.00
     15  SHORT   1   2001-10-16 17:00   23.541    -500.00
                     2001-10-18 17:00   23.591            -7390.00
     16   LONG   1   2001-10-23 17:00   23.956    1650.00
                     2001-10-25 17:00   24.121            -5740.00
