# TimeStamp   : 2020-08-04 07:19:05
# Strategy    : MasterCode
# Symbol      : RTY
# TimeFrame   : M10
# Date Range  : 2010-01-01 --> 2019-12-31
#
#  Ntrades, AvgTicks,  WinPerc,PftFactor,   NP/MDD,Expectancy,  Z-score,BOMR_switch,Side_switch,   MyStop,POI_switch,Distance_switch,DOW_switch,Intraday_switch,Filter1L_switch,Filter1S_switch,MktRegimeL_switch,MktRegimeS_switch,DPS_switch,Exit_switch,fractN_long,fractN_short,  epsilon,
      303,    38.50,    59.74,     1.57,     5.47,     0.23,     2.21,          2,          1,          0,          4,          4,          0,          0,         14,          0,          0,          0,          0,          2,          2,          0,          0,
      332,    37.33,    58.43,     1.52,     5.09,     0.21,     2.21,          2,          1,          0,          1,          4,          0,          0,          6,          0,          0,          0,          0,          2,          3,          0,          0,
      304,    40.21,    59.87,     1.58,     5.77,     0.23,     2.21,          2,          1,          0,          4,          2,          0,          0,         55,          0,          0,          0,          0,          2,          0,          0,          0,
      314,    40.71,    58.60,     1.53,     4.72,     0.22,     2.21,          2,          1,          0,          2,          1,          0,          0,         12,          0,          0,          0,          0,          2,          3,          0,          0,
      312,    39.86,    58.97,     1.54,     5.11,     0.22,     2.21,          2,          1,          0,          4,          1,          0,          3,          0,          0,          0,          0,          0,          2,          2,          0,          0,
      331,    37.45,    58.61,     1.51,     5.01,     0.21,     2.21,          2,          1,          0,          1,          1,          0,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      316,    38.26,    57.28,     1.55,     5.82,     0.23,     2.21,          2,          1,          0,          1,          1,          0,          0,         17,          0,          0,          0,          0,          2,          2,          0,          0,
      325,    37.67,    57.54,     1.51,     5.29,     0.22,     2.21,          2,          1,          0,          1,          4,          0,          0,         14,          0,          0,          0,          0,          2,          1,          0,          0,
      325,    37.47,    58.46,     1.51,     5.24,     0.21,     2.21,          2,          1,          0,          1,          1,          0,          0,         14,          0,          0,          0,          0,          2,          0,          0,          0,
      300,    39.44,    60.33,     1.58,     5.40,     0.23,     2.20,          2,          1,          0,          1,          3,          0,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      322,    37.66,    57.45,     1.52,     5.39,     0.22,     2.20,          2,          1,          0,          1,          1,          0,          0,         14,          0,          0,          0,          0,          2,          1,          0,          0,
      333,    37.53,    58.56,     1.50,     4.86,     0.21,     2.20,          2,          1,          0,          1,          2,          0,          0,          6,          0,          0,          0,          0,          2,          1,          0,          0,
      332,    37.17,    59.04,     1.51,     5.06,     0.21,     2.20,          2,          1,          0,          1,          2,          0,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      304,    39.95,    59.21,     1.57,     5.77,     0.23,     2.20,          2,          1,          0,          4,          4,          0,          0,         55,          0,          0,          0,          0,          2,          1,          0,          0,
      298,    38.64,    58.72,     1.57,     5.60,     0.24,     2.20,          2,          1,          0,          2,          4,          0,          0,         14,          0,          0,          0,          0,          2,          4,          0,          0,
      302,    38.67,    59.60,     1.58,     6.07,     0.24,     2.20,          2,          1,          0,          4,          2,          0,          0,          7,          0,          0,          0,          0,          2,          1,          0,          0,
      330,    37.25,    57.88,     1.51,     5.43,     0.22,     2.20,          2,          1,          0,          2,          4,          5,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      323,    37.53,    57.28,     1.52,     5.79,     0.22,     2.20,          2,          1,          0,          2,          2,          0,          0,         17,          0,          0,          0,          0,          2,          0,          0,          0,
      333,    37.42,    57.96,     1.50,     4.84,     0.21,     2.19,          2,          1,          0,          1,          1,          0,          0,          6,          0,          0,          0,          0,          2,          0,          0,          0,
      322,    38.83,    59.32,     1.51,     4.41,     0.21,     2.19,          2,          1,          0,          1,          2,          0,          0,          0,          0,          0,          0,          0,          2,          3,          0,          0,
      317,    37.37,    59.31,     1.53,     5.61,     0.22,     2.19,          2,          1,          0,          2,          4,          0,          0,         14,          0,          0,          0,          0,          2,          3,          0,          0,
      323,    37.07,    58.51,     1.52,     5.35,     0.22,     2.19,          2,          1,          0,          1,          4,          0,          0,         14,          0,          0,          0,          0,          2,          2,          0,          0,
      311,    12.25,    56.59,     1.39,     5.28,     0.17,     2.19,          2,          1,          0,          4,          1,          0,          3,         23,          0,          0,          0,          0,          1,          2,          0,          0,
      333,    37.33,    57.66,     1.50,     4.82,     0.21,     2.19,          2,          1,          0,          1,          2,          0,          0,          6,          0,          0,          0,          0,          2,          0,          0,          0,
      332,    37.20,    58.73,     1.51,     5.27,     0.21,     2.18,          2,          1,          0,          2,          2,          0,          0,          6,          0,          0,          0,          0,          2,          1,          0,          0,
      322,    37.22,    57.76,     1.52,     5.92,     0.22,     2.18,          2,          1,          0,          1,          3,          0,          0,         17,          0,          0,          0,          0,          2,          0,          0,          0,
      333,    36.91,    58.86,     1.50,     4.82,     0.20,     2.18,          2,          1,          0,          1,          4,          0,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      331,    36.79,    59.21,     1.50,     5.32,     0.21,     2.18,          2,          1,          0,          2,          4,          0,          0,          6,          0,          0,          0,          0,          2,          3,          0,          0,
      315,    38.13,    59.05,     1.53,     5.60,     0.22,     2.18,          2,          1,          0,          2,          1,          0,          0,          6,          0,          0,          0,          0,          2,          3,          0,          0,
      332,    36.96,    57.23,     1.50,     4.99,     0.21,     2.17,          2,          1,          0,          2,          4,          0,          0,          6,          0,          0,          0,          0,          2,          1,          0,          0,
      333,    37.13,    57.06,     1.49,     4.80,     0.21,     2.17,          2,          1,          0,          1,          4,          0,          0,          6,          0,          0,          0,          0,          2,          0,          0,          0,
      299,    40.60,    59.20,     1.54,     5.04,     0.22,     2.17,          2,          1,          0,          4,          3,          0,          3,          0,          0,          0,          0,          0,          2,          1,          0,          0,
      332,    36.92,    57.53,     1.50,     4.98,     0.21,     2.17,          2,          1,          0,          2,          1,          0,          0,          6,          0,          0,          0,          0,          2,          0,          0,          0,
      324,    37.23,    59.26,     1.52,     5.67,     0.21,     2.17,          2,          1,          0,          2,          2,          5,          0,          6,          0,          0,          0,          0,          2,          2,          0,          0,
      293,    39.13,    58.02,     1.56,     6.41,     0.24,     2.17,          2,          1,          0,          2,          4,          0,          0,         17,          0,          0,          0,          0,          2,          4,          0,          0,
      295,    40.54,    59.66,     1.56,     4.68,     0.23,     2.17,          2,          1,          0,          4,          4,          0,          3,         39,          0,          0,          0,          0,          2,          4,          0,          0,
      304,    38.89,    58.88,     1.56,     5.41,     0.23,     2.17,          2,          1,          0,          4,          1,          0,          5,         39,          0,          0,          0,          0,          2,          3,          0,          0,
      314,    37.14,    59.24,     1.54,     5.88,     0.22,     2.16,          2,          1,          0,          1,          3,          0,          0,          7,          0,          0,          0,          0,          2,          1,          0,          0,
      319,    36.91,    57.99,     1.53,     5.52,     0.22,     2.16,          2,          1,          0,          2,          3,          5,          0,         14,          0,          0,          0,          0,          2,          0,          0,          0,
      332,    36.77,    57.83,     1.50,     4.97,     0.21,     2.16,          2,          1,          0,          2,          2,          0,          0,          6,          0,          0,          0,          0,          2,          0,          0,          0,
      323,    36.64,    57.59,     1.51,     5.26,     0.22,     2.16,          2,          1,          0,          1,          2,          0,          0,         14,          0,          0,          0,          0,          2,          1,          0,          0,
      333,    36.83,    57.66,     1.49,     4.76,     0.21,     2.16,          2,          1,          0,          1,          4,          0,          0,          6,          0,          0,          0,          0,          2,          1,          0,          0,
      333,    36.80,    58.56,     1.49,     4.75,     0.20,     2.16,          2,          1,          0,          1,          1,          0,          0,          6,          0,          0,          0,          0,          2,          1,          0,          0,
      310,    37.38,    58.71,     1.54,     5.86,     0.22,     2.16,          2,          1,          0,          2,          3,          0,          0,         14,          0,          0,          0,          0,          2,          1,          0,          0,
      311,    37.92,    58.84,     1.53,     4.72,     0.22,     2.16,          2,          1,          0,          2,          2,          0,          0,          6,          0,          0,          0,          0,          2,          3,          0,          0,
      318,    37.59,    58.18,     1.52,     5.25,     0.22,     2.15,          2,          1,          0,          2,          4,          0,          0,          6,          0,          0,          0,          0,          2,          4,          0,          0,
      313,    37.33,    57.19,     1.54,     5.54,     0.23,     2.15,          2,          1,          0,          1,          1,          0,          0,         14,          0,          0,          0,          0,          2,          2,          0,          0,
      331,    38.86,    59.21,     1.48,     4.31,     0.20,     2.15,          2,          1,          0,          1,          3,          0,          0,          0,          0,          0,          0,          0,          2,          1,          0,          0,
